cell_id,category,elicitation,mechanism,ai,central,matched,total_value,proposals_sent
easy_0002,easy,standard,search,0,0,1,0.752765,3
easy_0002,easy,standard,search,0,0,1,1.258703,4
easy_0002,easy,standard,search,0,0,1,0.736383,2
easy_0002,easy,standard,search,0,0,0,0.0,4
easy_0002,easy,standard,search,0,0,1,0.69549,13
easy_0002,easy,standard,search,0,0,1,0.671275,18
easy_0002,easy,standard,search,0,0,1,0.579929,8
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0002,easy,standard,search,0,0,1,1.415779,2
easy_0002,easy,standard,search,0,0,1,0.586444,12
easy_0002,easy,standard,search,0,0,1,0.896037,5
easy_0002,easy,standard,search,0,0,0,0.0,17
easy_0002,easy,standard,search,0,0,1,0.992975,1
easy_0002,easy,standard,search,0,0,1,0.685447,27
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0002,easy,standard,search,0,0,1,0.929573,27
easy_0002,easy,standard,search,0,0,0,0.0,22
easy_0002,easy,standard,search,0,0,1,1.035219,1
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0002,easy,standard,search,0,0,1,0.86011,3
easy_0002,easy,standard,search,0,0,1,0.724992,14
easy_0002,easy,standard,search,0,0,1,0.527052,17
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,0.571517,4
easy_0003,easy,ai,search,1,0,1,0.77354,3
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,0.601142,4
easy_0003,easy,ai,search,1,0,1,0.790612,5
easy_0003,easy,ai,search,1,0,1,0.840782,12
easy_0003,easy,ai,search,1,0,1,0.777799,3
easy_0003,easy,ai,search,1,0,1,0.677783,17
easy_0003,easy,ai,search,1,0,1,0.700028,8
easy_0003,easy,ai,search,1,0,1,0.924692,2
easy_0003,easy,ai,search,1,0,1,0.772613,7
easy_0003,easy,ai,search,1,0,1,0.998461,5
easy_0003,easy,ai,search,1,0,0,0.0,28
easy_0003,easy,ai,search,1,0,0,0.0,28
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,0.842975,4
easy_0003,easy,ai,search,1,0,1,0.9767,1
easy_0003,easy,ai,search,1,0,1,0.904984,9
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,0.865146,2
easy_0003,easy,ai,search,1,0,1,0.660122,10
easy_0003,easy,ai,search,1,0,1,0.67074,8
easy_0003,easy,ai,search,1,0,1,0.910953,3
easy_0003,easy,ai,search,1,0,0,0.0,28
easy_0003,easy,ai,search,1,0,1,0.906302,3
easy_0003,easy,ai,search,1,0,1,0.545162,14
easy_0003,easy,ai,search,1,0,1,0.671006,4
easy_0003,easy,ai,search,1,0,1,0.665288,3
easy_0003,easy,ai,search,1,0,1,0.820866,2
easy_0003,easy,ai,search,1,0,1,1.053132,2
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,1.034575,1
easy_0003,easy,ai,search,1,0,1,0.618723,13
easy_0003,easy,ai,search,1,0,1,0.632369,5
easy_0003,easy,ai,search,1,0,1,0.659067,7
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,1.072821,1
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,1.080661,1
easy_0004,easy,ai,search,1,0,1,0.842518,1
easy_0004,easy,ai,search,1,0,1,0.61434,6
easy_0004,easy,ai,search,1,0,1,0.806729,4
easy_0004,easy,ai,search,1,0,1,0.76087,3
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.95577,4
easy_0004,easy,ai,search,1,0,1,0.599672,2
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.807615,3
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.54872,5
easy_0004,easy,ai,search,1,0,1,0.61916,3
easy_0004,easy,ai,search,1,0,1,0.540953,6
easy_0004,easy,ai,search,1,0,1,0.731818,11
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.691953,20
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.562597,13
easy_0004,easy,ai,search,1,0,0,0.0,5
easy_0004,easy,ai,search,1,0,1,0.754868,13
easy_0004,easy,ai,search,1,0,1,0.742781,3
easy_0004,easy,ai,search,1,0,1,0.529991,10
easy_0004,easy,ai,search,1,0,1,0.673755,10
easy_0004,easy,ai,search,1,0,1,0.659881,10
easy_0004,easy,ai,search,1,0,1,0.598629,7
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.913836,2
easy_0004,easy,ai,search,1,0,1,0.643084,5
easy_0004,easy,ai,search,1,0,1,0.620598,27
easy_0004,easy,ai,search,1,0,1,0.624674,10
easy_0004,easy,ai,search,1,0,1,0.710335,11
easy_0004,easy,ai,search,1,0,1,0.987019,3
easy_0004,easy,ai,search,1,0,1,0.891891,1
easy_0004,easy,ai,search,1,0,1,0.973318,1
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.659093,9
easy_0005,easy,standard,central,0,1,1,0.817056,0
easy_0005,easy,standard,central,0,1,1,0.887407,0
easy_0005,easy,standard,central,0,1,1,0.825207,0
easy_0005,easy,standard,central,0,1,1,0.78803,0
easy_0005,easy,standard,central,0,1,1,0.570611,0
easy_0005,easy,standard,central,0,1,1,0.789571,0
easy_0005,easy,standard,central,0,1,1,0.749832,0
easy_0005,easy,standard,central,0,1,1,0.769804,0
easy_0005,easy,standard,central,0,1,1,0.583406,0
easy_0005,easy,standard,central,0,1,1,0.99595,0
easy_0005,easy,standard,central,0,1,1,0.767521,0
easy_0005,easy,standard,central,0,1,1,0.843599,0
easy_0005,easy,standard,central,0,1,1,0.96784,0
easy_0005,easy,standard,central,0,1,1,0.725526,0
easy_0005,easy,standard,central,0,1,1,0.844108,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.610468,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.715237,0
easy_0005,easy,standard,central,0,1,1,0.772418,0
easy_0005,easy,standard,central,0,1,1,0.817572,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.857963,0
easy_0005,easy,standard,central,0,1,1,0.735448,0
easy_0005,easy,standard,central,0,1,1,0.665126,0
easy_0005,easy,standard,central,0,1,1,1.088491,0
easy_0005,easy,standard,central,0,1,1,0.766415,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,1.002636,0
easy_0005,easy,standard,central,0,1,1,0.570815,0
easy_0005,easy,standard,central,0,1,1,0.652212,0
easy_0005,easy,standard,central,0,1,1,0.704622,0
easy_0005,easy,standard,central,0,1,1,0.952105,0
easy_0005,easy,standard,central,0,1,1,1.035037,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.785733,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,1.069608,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.847068,0
easy_0006,easy,ai,central,1,1,1,1.203154,0
easy_0006,easy,ai,central,1,1,1,0.756941,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.677991,0
easy_0006,easy,ai,central,1,1,1,1.164418,0
easy_0006,easy,ai,central,1,1,1,0.928077,0
easy_0006,easy,ai,central,1,1,1,0.663142,0
easy_0006,easy,ai,central,1,1,1,0.667537,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.809687,0
easy_0006,easy,ai,central,1,1,1,0.626024,0
easy_0006,easy,ai,central,1,1,1,0.82304,0
easy_0006,easy,ai,central,1,1,1,0.868128,0
easy_0006,easy,ai,central,1,1,1,0.963674,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.761394,0
easy_0006,easy,ai,central,1,1,1,0.651058,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.816236,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.740161,0
easy_0006,easy,ai,central,1,1,1,0.76005,0
easy_0006,easy,ai,central,1,1,1,0.639441,0
easy_0006,easy,ai,central,1,1,1,0.729256,0
easy_0006,easy,ai,central,1,1,1,0.61954,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.845599,0
easy_0006,easy,ai,central,1,1,1,0.733647,0
easy_0006,easy,ai,central,1,1,1,0.715625,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.816704,0
easy_0007,easy,ai,search,1,0,1,0.623987,8
easy_0007,easy,ai,search,1,0,1,0.863733,5
easy_0007,easy,ai,search,1,0,0,0.0,26
easy_0007,easy,ai,search,1,0,1,0.878354,3
easy_0007,easy,ai,search,1,0,1,0.694732,22
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.608693,3
easy_0007,easy,ai,search,1,0,1,0.720838,3
easy_0007,easy,ai,search,1,0,1,0.657926,5
easy_0007,easy,ai,search,1,0,1,0.797869,2
easy_0007,easy,ai,search,1,0,1,0.594479,11
easy_0007,easy,ai,search,1,0,1,0.926164,2
easy_0007,easy,ai,search,1,0,1,0.55117,7
easy_0007,easy,ai,search,1,0,0,0.0,21
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.60881,4
easy_0007,easy,ai,search,1,0,1,0.960392,1
easy_0007,easy,ai,search,1,0,1,0.648507,13
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.837093,3
easy_0007,easy,ai,search,1,0,1,1.347321,1
easy_0007,easy,ai,search,1,0,1,0.716384,6
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.966797,2
easy_0007,easy,ai,search,1,0,0,0.0,26
easy_0007,easy,ai,search,1,0,1,0.641366,5
easy_0007,easy,ai,search,1,0,1,0.675301,18
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.763929,5
easy_0007,easy,ai,search,1,0,1,1.023516,3
easy_0007,easy,ai,search,1,0,1,1.193314,1
easy_0007,easy,ai,search,1,0,1,0.742446,4
easy_0007,easy,ai,search,1,0,1,0.827296,2
easy_0007,easy,ai,search,1,0,1,1.013956,2
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.6454,11
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.742165,19
easy_0008,easy,standard,search,0,0,0,0.0,16
easy_0008,easy,standard,search,0,0,1,0.877993,4
easy_0008,easy,standard,search,0,0,1,0.660629,6
easy_0008,easy,standard,search,0,0,1,0.651261,6
easy_0008,easy,standard,search,0,0,0,0.0,8
easy_0008,easy,standard,search,0,0,1,0.740993,6
easy_0008,easy,standard,search,0,0,1,0.668494,1
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.711232,3
easy_0008,easy,standard,search,0,0,1,0.709285,4
easy_0008,easy,standard,search,0,0,1,0.618458,7
easy_0008,easy,standard,search,0,0,1,1.051117,3
easy_0008,easy,standard,search,0,0,1,0.93312,1
easy_0008,easy,standard,search,0,0,1,0.798196,7
easy_0008,easy,standard,search,0,0,1,0.571022,17
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.760339,4
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.843633,1
easy_0008,easy,standard,search,0,0,1,1.080205,1
easy_0008,easy,standard,search,0,0,1,0.777199,9
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.869368,3
easy_0008,easy,standard,search,0,0,1,0.808472,3
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.803492,5
easy_0008,easy,standard,search,0,0,1,1.110456,4
easy_0008,easy,standard,search,0,0,1,0.740196,12
easy_0008,easy,standard,search,0,0,1,0.854391,6
easy_0008,easy,standard,search,0,0,1,0.726283,2
easy_0008,easy,standard,search,0,0,1,1.284995,2
easy_0008,easy,standard,search,0,0,1,0.670474,5
easy_0008,easy,standard,search,0,0,1,0.598891,13
easy_0008,easy,standard,search,0,0,1,0.900157,4
easy_0008,easy,standard,search,0,0,1,0.890413,1
easy_0008,easy,standard,search,0,0,1,0.581265,10
easy_0009,easy,ai,search,1,0,1,0.583889,8
easy_0009,easy,ai,search,1,0,1,0.733886,18
easy_0009,easy,ai,search,1,0,1,0.614666,2
easy_0009,easy,ai,search,1,0,1,0.623463,3
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,1,0.617258,22
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,1,1.158476,4
easy_0009,easy,ai,search,1,0,1,0.782422,7
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,1,0.817439,5
easy_0009,easy,ai,search,1,0,1,0.585326,19
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,0,0.0,22
easy_0009,easy,ai,search,1,0,1,0.656977,5
easy_0009,easy,ai,search,1,0,1,0.722457,7
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,1,0.839316,1
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,1,0.875551,6
easy_0009,easy,ai,search,1,0,1,0.682782,5
easy_0009,easy,ai,search,1,0,1,1.000086,2
easy_0009,easy,ai,search,1,0,1,0.87437,10
easy_0009,easy,ai,search,1,0,1,0.955653,1
easy_0009,easy,ai,search,1,0,1,0.629529,7
easy_0009,easy,ai,search,1,0,1,0.804554,2
easy_0009,easy,ai,search,1,0,1,1.045366,1
easy_0009,easy,ai,search,1,0,1,0.639849,14
easy_0009,easy,ai,search,1,0,1,0.56009,6
easy_0009,easy,ai,search,1,0,1,0.869008,4
easy_0009,easy,ai,search,1,0,0,0.0,12
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,1,0.845969,7
easy_0009,easy,ai,search,1,0,1,0.77971,2
easy_0009,easy,ai,search,1,0,1,0.863196,11
easy_0009,easy,ai,search,1,0,1,0.749306,8
easy_0009,easy,ai,search,1,0,1,0.62967,3
easy_0009,easy,ai,search,1,0,1,0.895478,1
easy_0009,easy,ai,search,1,0,1,0.682162,7
easy_0009,easy,ai,search,1,0,1,0.700602,13
easy_0010,easy,standard,search,0,0,1,0.578349,11
easy_0010,easy,standard,search,0,0,0,0.0,20
easy_0010,easy,standard,search,0,0,1,1.091813,1
easy_0010,easy,standard,search,0,0,1,0.977317,3
easy_0010,easy,standard,search,0,0,1,1.003828,1
easy_0010,easy,standard,search,0,0,1,0.555,9
easy_0010,easy,standard,search,0,0,1,1.04695,4
easy_0010,easy,standard,search,0,0,1,0.726954,8
easy_0010,easy,standard,search,0,0,1,0.917119,3
easy_0010,easy,standard,search,0,0,1,0.714248,3
easy_0010,easy,standard,search,0,0,1,0.704951,5
easy_0010,easy,standard,search,0,0,1,0.784667,9
easy_0010,easy,standard,search,0,0,1,0.822696,3
easy_0010,easy,standard,search,0,0,1,0.514229,8
easy_0010,easy,standard,search,0,0,0,0.0,28
easy_0010,easy,standard,search,0,0,1,0.896129,2
easy_0010,easy,standard,search,0,0,1,0.847726,1
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.726494,6
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.729978,8
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.742003,15
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.824333,5
easy_0010,easy,standard,search,0,0,1,0.6181,7
easy_0010,easy,standard,search,0,0,1,1.052536,1
easy_0010,easy,standard,search,0,0,1,0.75221,1
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,0,0.0,17
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.709524,8
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.656652,7
easy_0010,easy,standard,search,0,0,1,0.592903,6
easy_0010,easy,standard,search,0,0,1,1.081332,4
easy_0010,easy,standard,search,0,0,1,0.611774,16
easy_0010,easy,standard,search,0,0,1,0.641019,15
easy_0010,easy,standard,search,0,0,1,0.803911,10
easy_0011,easy,standard,search,0,0,1,0.629956,11
easy_0011,easy,standard,search,0,0,1,0.70812,6
easy_0011,easy,standard,search,0,0,1,0.672389,20
easy_0011,easy,standard,search,0,0,0,0.0,14
easy_0011,easy,standard,search,0,0,1,0.631448,3
easy_0011,easy,standard,search,0,0,1,0.586885,19
easy_0011,easy,standard,search,0,0,1,0.745091,3
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,1,0.878823,1
easy_0011,easy,standard,search,0,0,1,0.711966,5
easy_0011,easy,standard,search,0,0,1,0.950496,2
easy_0011,easy,standard,search,0,0,0,0.0,15
easy_0011,easy,standard,search,0,0,1,0.584695,2
easy_0011,easy,standard,search,0,0,1,0.697061,11
easy_0011,easy,standard,search,0,0,1,0.637218,6
easy_0011,easy,standard,search,0,0,1,0.955106,2
easy_0011,easy,standard,search,0,0,1,0.735454,1
easy_0011,easy,standard,search,0,0,1,0.684664,9
easy_0011,easy,standard,search,0,0,1,0.570355,17
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,1,0.625784,2
easy_0011,easy,standard,search,0,0,1,0.87537,4
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,1,0.653897,5
easy_0011,easy,standard,search,0,0,1,0.712123,3
easy_0011,easy,standard,search,0,0,1,1.004129,3
easy_0011,easy,standard,search,0,0,1,0.808016,5
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,1,0.99422,1
easy_0011,easy,standard,search,0,0,1,0.720131,6
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,1,0.785055,1
easy_0011,easy,standard,search,0,0,1,0.889446,1
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,1,0.648518,9
easy_0011,easy,standard,search,0,0,1,0.78491,2
easy_0011,easy,standard,search,0,0,1,0.840225,3
easy_0011,easy,standard,search,0,0,1,0.808604,3
easy_0012,easy,ai,search,1,0,1,0.967278,4
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,1.018715,1
easy_0012,easy,ai,search,1,0,1,0.914917,1
easy_0012,easy,ai,search,1,0,1,0.780831,5
easy_0012,easy,ai,search,1,0,1,0.73709,4
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.606466,21
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,1.028497,1
easy_0012,easy,ai,search,1,0,1,0.793976,3
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,0,0.0,7
easy_0012,easy,ai,search,1,0,1,0.591744,23
easy_0012,easy,ai,search,1,0,1,0.896224,2
easy_0012,easy,ai,search,1,0,1,0.767217,8
easy_0012,easy,ai,search,1,0,1,0.89216,2
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.690268,2
easy_0012,easy,ai,search,1,0,1,0.714072,15
easy_0012,easy,ai,search,1,0,1,0.835371,4
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.770688,9
easy_0012,easy,ai,search,1,0,1,0.556268,6
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,1.105691,1
easy_0012,easy,ai,search,1,0,1,0.600302,16
easy_0012,easy,ai,search,1,0,1,0.764935,1
easy_0012,easy,ai,search,1,0,1,0.708709,2
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.757653,2
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.840793,3
easy_0012,easy,ai,search,1,0,1,0.977506,2
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.547815,5
easy_0013,easy,standard,search,0,0,1,0.907194,5
