cell_id,category,elicitation,mechanism,ai,central,rank,reciprocity_rate
easy_0011,easy,standard,search,0,0,4,0.125
easy_0011,easy,standard,search,0,0,5,0.15
easy_0012,easy,ai,search,1,0,1,0.45
easy_0012,easy,ai,search,1,0,2,0.25
easy_0012,easy,ai,search,1,0,3,0.2
easy_0012,easy,ai,search,1,0,4,0.2
easy_0012,easy,ai,search,1,0,5,0.1
easy_0013,easy,standard,search,0,0,1,0.475
easy_0013,easy,standard,search,0,0,2,0.3
easy_0013,easy,standard,search,0,0,3,0.15
easy_0013,easy,standard,search,0,0,4,0.075
easy_0013,easy,standard,search,0,0,5,0.225
easy_0014,easy,ai,central,1,1,1,0.45
easy_0014,easy,ai,central,1,1,2,0.25
easy_0014,easy,ai,central,1,1,3,0.275
easy_0014,easy,ai,central,1,1,4,0.275
easy_0014,easy,ai,central,1,1,5,0.075
easy_0015,easy,standard,search,0,0,1,0.3
easy_0015,easy,standard,search,0,0,2,0.275
easy_0015,easy,standard,search,0,0,3,0.15
easy_0015,easy,standard,search,0,0,4,0.075
easy_0015,easy,standard,search,0,0,5,0.1
easy_0016,easy,standard,central,0,1,1,0.35
easy_0016,easy,standard,central,0,1,2,0.2
easy_0016,easy,standard,central,0,1,3,0.275
easy_0016,easy,standard,central,0,1,4,0.2
easy_0016,easy,standard,central,0,1,5,0.175
easy_0017,easy,standard,central,0,1,1,0.325
easy_0017,easy,standard,central,0,1,2,0.325
easy_0017,easy,standard,central,0,1,3,0.2
easy_0017,easy,standard,central,0,1,4,0.125
easy_0017,easy,standard,central,0,1,5,0.125
easy_0018,easy,standard,search,0,0,1,0.4
easy_0018,easy,standard,search,0,0,2,0.225
easy_0018,easy,standard,search,0,0,3,0.175
easy_0018,easy,standard,search,0,0,4,0.175
easy_0018,easy,standard,search,0,0,5,0.075
easy_0019,easy,ai,search,1,0,1,0.325
easy_0019,easy,ai,search,1,0,2,0.275
easy_0019,easy,ai,search,1,0,3,0.15
easy_0019,easy,ai,search,1,0,4,0.175
easy_0019,easy,ai,search,1,0,5,0.175
easy_0020,easy,ai,central,1,1,1,0.45
easy_0020,easy,ai,central,1,1,2,0.275
easy_0020,easy,ai,central,1,1,3,0.275
easy_0020,easy,ai,central,1,1,4,0.175
easy_0020,easy,ai,central,1,1,5,0.1
easy_0021,easy,ai,search,1,0,1,0.275
easy_0021,easy,ai,search,1,0,2,0.375
easy_0021,easy,ai,search,1,0,3,0.15
easy_0021,easy,ai,search,1,0,4,0.275
easy_0021,easy,ai,search,1,0,5,0.075
easy_0022,easy,standard,central,0,1,1,0.325
easy_0022,easy,standard,central,0,1,2,0.2
easy_0022,easy,standard,central,0,1,3,0.225
easy_0022,easy,standard,central,0,1,4,0.275
easy_0022,easy,standard,central,0,1,5,0.1
easy_0023,easy,ai,central,1,1,1,0.3
easy_0023,easy,ai,central,1,1,2,0.275
easy_0023,easy,ai,central,1,1,3,0.15
easy_0023,easy,ai,central,1,1,4,0.275
easy_0023,easy,ai,central,1,1,5,0.15
easy_0024,easy,standard,central,0,1,1,0.35
easy_0024,easy,standard,central,0,1,2,0.15
easy_0024,easy,standard,central,0,1,3,0.125
easy_0024,easy,standard,central,0,1,4,0.15
easy_0024,easy,standard,central,0,1,5,0.15
easy_0025,easy,ai,central,1,1,1,0.275
easy_0025,easy,ai,central,1,1,2,0.25
easy_0025,easy,ai,central,1,1,3,0.275
easy_0025,easy,ai,central,1,1,4,0.175
easy_0025,easy,ai,central,1,1,5,0.2
easy_0026,easy,standard,search,0,0,1,0.3
easy_0026,easy,standard,search,0,0,2,0.175
easy_0026,easy,standard,search,0,0,3,0.05
easy_0026,easy,standard,search,0,0,4,0.15
easy_0026,easy,standard,search,0,0,5,0.075
easy_0027,easy,ai,central,1,1,1,0.4
easy_0027,easy,ai,central,1,1,2,0.35
easy_0027,easy,ai,central,1,1,3,0.1
easy_0027,easy,ai,central,1,1,4,0.15
easy_0027,easy,ai,central,1,1,5,0.25
easy_0028,easy,standard,central,0,1,1,0.375
easy_0028,easy,standard,central,0,1,2,0.15
easy_0028,easy,standard,central,0,1,3,0.275
easy_0028,easy,standard,central,0,1,4,0.2
easy_0028,easy,standard,central,0,1,5,0.15
easy_0029,easy,standard,search,0,0,1,0.275
easy_0029,easy,standard,search,0,0,2,0.35
easy_0029,easy,standard,search,0,0,3,0.225
easy_0029,easy,standard,search,0,0,4,0.2
easy_0029,easy,standard,search,0,0,5,0.225
easy_0030,easy,standard,search,0,0,1,0.175
easy_0030,easy,standard,search,0,0,2,0.2
easy_0030,easy,standard,search,0,0,3,0.125
easy_0030,easy,standard,search,0,0,4,0.1
easy_0030,easy,standard,search,0,0,5,0.05
easy_0031,easy,ai,search,1,0,1,0.475
easy_0031,easy,ai,search,1,0,2,0.2
easy_0031,easy,ai,search,1,0,3,0.225
easy_0031,easy,ai,search,1,0,4,0.075
easy_0031,easy,ai,search,1,0,5,0.075
easy_0032,easy,ai,central,1,1,1,0.275
easy_0032,easy,ai,central,1,1,2,0.325
easy_0032,easy,ai,central,1,1,3,0.175
easy_0032,easy,ai,central,1,1,4,0.1
easy_0032,easy,ai,central,1,1,5,0.1
easy_0033,easy,standard,central,0,1,1,0.3
easy_0033,easy,standard,central,0,1,2,0.275
easy_0033,easy,standard,central,0,1,3,0.2
easy_0033,easy,standard,central,0,1,4,0.175
easy_0033,easy,standard,central,0,1,5,0.1
easy_0034,easy,ai,central,1,1,1,0.35
easy_0034,easy,ai,central,1,1,2,0.3
easy_0034,easy,ai,central,1,1,3,0.175
easy_0034,easy,ai,central,1,1,4,0.25
easy_0034,easy,ai,central,1,1,5,0.1
easy_0035,easy,ai,search,1,0,1,0.2
easy_0035,easy,ai,search,1,0,2,0.325
easy_0035,easy,ai,search,1,0,3,0.2
easy_0035,easy,ai,search,1,0,4,0.2
easy_0035,easy,ai,search,1,0,5,0.2
easy_0036,easy,standard,search,0,0,1,0.45
easy_0036,easy,standard,search,0,0,2,0.175
easy_0036,easy,standard,search,0,0,3,0.2
easy_0036,easy,standard,search,0,0,4,0.2
easy_0036,easy,standard,search,0,0,5,0.125
easy_0037,easy,ai,search,1,0,1,0.275
easy_0037,easy,ai,search,1,0,2,0.3
easy_0037,easy,ai,search,1,0,3,0.25
easy_0037,easy,ai,search,1,0,4,0.125
easy_0037,easy,ai,search,1,0,5,0.125
easy_0038,easy,ai,central,1,1,1,0.3
easy_0038,easy,ai,central,1,1,2,0.275
easy_0038,easy,ai,central,1,1,3,0.325
easy_0038,easy,ai,central,1,1,4,0.175
easy_0038,easy,ai,central,1,1,5,0.15
easy_0039,easy,ai,search,1,0,1,0.325
easy_0039,easy,ai,search,1,0,2,0.35
easy_0039,easy,ai,search,1,0,3,0.25
easy_0039,easy,ai,search,1,0,4,0.175
easy_0039,easy,ai,search,1,0,5,0.25
easy_0040,easy,ai,search,1,0,1,0.375
easy_0040,easy,ai,search,1,0,2,0.125
easy_0040,easy,ai,search,1,0,3,0.225
easy_0040,easy,ai,search,1,0,4,0.225
easy_0040,easy,ai,search,1,0,5,0.225
easy_0041,easy,standard,central,0,1,1,0.25
easy_0041,easy,standard,central,0,1,2,0.2
easy_0041,easy,standard,central,0,1,3,0.2
easy_0041,easy,standard,central,0,1,4,0.175
easy_0041,easy,standard,central,0,1,5,0.125
easy_0042,easy,ai,search,1,0,1,0.275
easy_0042,easy,ai,search,1,0,2,0.2
easy_0042,easy,ai,search,1,0,3,0.1
easy_0042,easy,ai,search,1,0,4,0.25
easy_0042,easy,ai,search,1,0,5,0.125
easy_0043,easy,ai,search,1,0,1,0.375
easy_0043,easy,ai,search,1,0,2,0.25
easy_0043,easy,ai,search,1,0,3,0.2
easy_0043,easy,ai,search,1,0,4,0.25
easy_0043,easy,ai,search,1,0,5,0.075
easy_0044,easy,ai,search,1,0,1,0.3
easy_0044,easy,ai,search,1,0,2,0.225
easy_0044,easy,ai,search,1,0,3,0.2
easy_0044,easy,ai,search,1,0,4,0.25
easy_0044,easy,ai,search,1,0,5,0.1
easy_0045,easy,ai,central,1,1,1,0.35
easy_0045,easy,ai,central,1,1,2,0.325
easy_0045,easy,ai,central,1,1,3,0.325
easy_0045,easy,ai,central,1,1,4,0.025
easy_0045,easy,ai,central,1,1,5,0.1
easy_0046,easy,ai,search,1,0,1,0.5
easy_0046,easy,ai,search,1,0,2,0.275
easy_0046,easy,ai,search,1,0,3,0.3
easy_0046,easy,ai,search,1,0,4,0.2
easy_0046,easy,ai,search,1,0,5,0.15
easy_0047,easy,ai,search,1,0,1,0.3
easy_0047,easy,ai,search,1,0,2,0.3
easy_0047,easy,ai,search,1,0,3,0.125
easy_0047,easy,ai,search,1,0,4,0.25
easy_0047,easy,ai,search,1,0,5,0.125
easy_0048,easy,ai,search,1,0,1,0.45
easy_0048,easy,ai,search,1,0,2,0.25
easy_0048,easy,ai,search,1,0,3,0.25
easy_0048,easy,ai,search,1,0,4,0.15
easy_0048,easy,ai,search,1,0,5,0.2
easy_0049,easy,ai,search,1,0,1,0.4
easy_0049,easy,ai,search,1,0,2,0.325
easy_0049,easy,ai,search,1,0,3,0.275
easy_0049,easy,ai,search,1,0,4,0.175
easy_0049,easy,ai,search,1,0,5,0.125
easy_0050,easy,standard,central,0,1,1,0.325
easy_0050,easy,standard,central,0,1,2,0.325
easy_0050,easy,standard,central,0,1,3,0.225
easy_0050,easy,standard,central,0,1,4,0.125
easy_0050,easy,standard,central,0,1,5,0.05
easy_0051,easy,standard,search,0,0,1,0.325
easy_0051,easy,standard,search,0,0,2,0.275
easy_0051,easy,standard,search,0,0,3,0.25
easy_0051,easy,standard,search,0,0,4,0.15
easy_0051,easy,standard,search,0,0,5,0.025
easy_0052,easy,ai,search,1,0,1,0.35
easy_0052,easy,ai,search,1,0,2,0.25
easy_0052,easy,ai,search,1,0,3,0.15
easy_0052,easy,ai,search,1,0,4,0.15
easy_0052,easy,ai,search,1,0,5,0.225
easy_0053,easy,standard,central,0,1,1,0.375
easy_0053,easy,standard,central,0,1,2,0.3
easy_0053,easy,standard,central,0,1,3,0.2
easy_0053,easy,standard,central,0,1,4,0.2
easy_0053,easy,standard,central,0,1,5,0.1
easy_0054,easy,standard,search,0,0,1,0.25
easy_0054,easy,standard,search,0,0,2,0.2
easy_0054,easy,standard,search,0,0,3,0.175
easy_0054,easy,standard,search,0,0,4,0.1
easy_0054,easy,standard,search,0,0,5,0.125
easy_0055,easy,standard,central,0,1,1,0.25
easy_0055,easy,standard,central,0,1,2,0.075
easy_0055,easy,standard,central,0,1,3,0.175
easy_0055,easy,standard,central,0,1,4,0.1
easy_0055,easy,standard,central,0,1,5,0.125
easy_0056,easy,ai,central,1,1,1,0.325
easy_0056,easy,ai,central,1,1,2,0.25
easy_0056,easy,ai,central,1,1,3,0.275
easy_0056,easy,ai,central,1,1,4,0.15
easy_0056,easy,ai,central,1,1,5,0.125
easy_0057,easy,standard,central,0,1,1,0.275
easy_0057,easy,standard,central,0,1,2,0.225
easy_0057,easy,standard,central,0,1,3,0.3
easy_0057,easy,standard,central,0,1,4,0.125
easy_0057,easy,standard,central,0,1,5,0.1
easy_0058,easy,standard,search,0,0,1,0.45
easy_0058,easy,standard,search,0,0,2,0.225
easy_0058,easy,standard,search,0,0,3,0.275
easy_0058,easy,standard,search,0,0,4,0.05
easy_0058,easy,standard,search,0,0,5,0.05
easy_0059,easy,ai,central,1,1,1,0.55
easy_0059,easy,ai,central,1,1,2,0.25
easy_0059,easy,ai,central,1,1,3,0.2
easy_0059,easy,ai,central,1,1,4,0.05
easy_0059,easy,ai,central,1,1,5,0.2
easy_0060,easy,ai,central,1,1,1,0.5
easy_0060,easy,ai,central,1,1,2,0.275
easy_0060,easy,ai,central,1,1,3,0.15
easy_0060,easy,ai,central,1,1,4,0.15
easy_0060,easy,ai,central,1,1,5,0.15
easy_0061,easy,ai,search,1,0,1,0.375
easy_0061,easy,ai,search,1,0,2,0.225
easy_0061,easy,ai,search,1,0,3,0.275
easy_0061,easy,ai,search,1,0,4,0.15
easy_0061,easy,ai,search,1,0,5,0.15
easy_0062,easy,standard,central,0,1,1,0.275
easy_0062,easy,standard,central,0,1,2,0.25
easy_0062,easy,standard,central,0,1,3,0.2
easy_0062,easy,standard,central,0,1,4,0.1
easy_0062,easy,standard,central,0,1,5,0.075
easy_0063,easy,standard,search,0,0,1,0.4
easy_0063,easy,standard,search,0,0,2,0.45
easy_0063,easy,standard,search,0,0,3,0.25
easy_0063,easy,standard,search,0,0,4,0.175
easy_0063,easy,standard,search,0,0,5,0.1
easy_0064,easy,standard,central,0,1,1,0.4
easy_0064,easy,standard,central,0,1,2,0.1
easy_0064,easy,standard,central,0,1,3,0.15
easy_0064,easy,standard,central,0,1,4,0.15
easy_0064,easy,standard,central,0,1,5,0.125
easy_0065,easy,ai,search,1,0,1,0.3
easy_0065,easy,ai,search,1,0,2,0.275
easy_0065,easy,ai,search,1,0,3,0.175
easy_0065,easy,ai,search,1,0,4,0.2
easy_0065,easy,ai,search,1,0,5,0.05
easy_0066,easy,ai,central,1,1,1,0.275
easy_0066,easy,ai,central,1,1,2,0.25
easy_0066,easy,ai,central,1,1,3,0.25
easy_0066,easy,ai,central,1,1,4,0.175
easy_0066,easy,ai,central,1,1,5,0.175
easy_0067,easy,standard,central,0,1,1,0.325
easy_0067,easy,standard,central,0,1,2,0.175
easy_0067,easy,standard,central,0,1,3,0.225
easy_0067,easy,standard,central,0,1,4,0.2
easy_0067,easy,standard,central,0,1,5,0.05
easy_0068,easy,standard,search,0,0,1,0.3
easy_0068,easy,standard,search,0,0,2,0.275
easy_0068,easy,standard,search,0,0,3,0.025
easy_0068,easy,standard,search,0,0,4,0.1
easy_0068,easy,standard,search,0,0,5,0.125
easy_0069,easy,standard,central,0,1,1,0.35
easy_0069,easy,standard,central,0,1,2,0.25
easy_0069,easy,standard,central,0,1,3,0.125
easy_0069,easy,standard,central,0,1,4,0.125
easy_0069,easy,standard,central,0,1,5,0.125
easy_0070,easy,ai,search,1,0,1,0.425
easy_0070,easy,ai,search,1,0,2,0.325
easy_0070,easy,ai,search,1,0,3,0.25
easy_0070,easy,ai,search,1,0,4,0.225
easy_0070,easy,ai,search,1,0,5,0.175
easy_0071,easy,standard,central,0,1,1,0.325
easy_0071,easy,standard,central,0,1,2,0.15
easy_0071,easy,standard,central,0,1,3,0.225
easy_0071,easy,standard,central,0,1,4,0.15
easy_0071,easy,standard,central,0,1,5,0.15
easy_0072,easy,standard,search,0,0,1,0.425
easy_0072,easy,standard,search,0,0,2,0.325
easy_0072,easy,standard,search,0,0,3,0.2
easy_0072,easy,standard,search,0,0,4,0.175
easy_0072,easy,standard,search,0,0,5,0.15
easy_0073,easy,ai,search,1,0,1,0.325
easy_0073,easy,ai,search,1,0,2,0.225
easy_0073,easy,ai,search,1,0,3,0.3
easy_0073,easy,ai,search,1,0,4,0.175
easy_0073,easy,ai,search,1,0,5,0.2
easy_0074,easy,ai,central,1,1,1,0.4
easy_0074,easy,ai,central,1,1,2,0.225
easy_0074,easy,ai,central,1,1,3,0.275
easy_0074,easy,ai,central,1,1,4,0.075
easy_0074,easy,ai,central,1,1,5,0.225
easy_0075,easy,ai,central,1,1,1,0.325
easy_0075,easy,ai,central,1,1,2,0.275
easy_0075,easy,ai,central,1,1,3,0.325
easy_0075,easy,ai,central,1,1,4,0.175
easy_0075,easy,ai,central,1,1,5,0.25
easy_0076,easy,standard,central,0,1,1,0.375
easy_0076,easy,standard,central,0,1,2,0.175
easy_0076,easy,standard,central,0,1,3,0.1
easy_0076,easy,standard,central,0,1,4,0.25
easy_0076,easy,standard,central,0,1,5,0.025
easy_0077,easy,ai,search,1,0,1,0.475
easy_0077,easy,ai,search,1,0,2,0.15
easy_0077,easy,ai,search,1,0,3,0.175
easy_0077,easy,ai,search,1,0,4,0.25
easy_0077,easy,ai,search,1,0,5,0.175
easy_0078,easy,ai,search,1,0,1,0.275
easy_0078,easy,ai,search,1,0,2,0.35
easy_0078,easy,ai,search,1,0,3,0.1
easy_0078,easy,ai,search,1,0,4,0.125
easy_0078,easy,ai,search,1,0,5,0.125
easy_0079,easy,standard,central,0,1,1,0.275
easy_0079,easy,standard,central,0,1,2,0.125
easy_0079,easy,standard,central,0,1,3,0.2
easy_0079,easy,standard,central,0,1,4,0.075
easy_0079,easy,standard,central,0,1,5,0.025
easy_0080,easy,standard,central,0,1,1,0.4
easy_0080,easy,standard,central,0,1,2,0.3
easy_0080,easy,standard,central,0,1,3,0.175
easy_0080,easy,standard,central,0,1,4,0.15
easy_0080,easy,standard,central,0,1,5,0.125
easy_0081,easy,ai,central,1,1,1,0.25
easy_0081,easy,ai,central,1,1,2,0.2
easy_0081,easy,ai,central,1,1,3,0.225
easy_0081,easy,ai,central,1,1,4,0.125
easy_0081,easy,ai,central,1,1,5,0.15
easy_0082,easy,standard,search,0,0,1,0.375
easy_0082,easy,standard,search,0,0,2,0.15
easy_0082,easy,standard,search,0,0,3,0.25
easy_0082,easy,standard,search,0,0,4,0.1
easy_0082,easy,standard,search,0,0,5,0.075
easy_0083,easy,standard,central,0,1,1,0.325
easy_0083,easy,standard,central,0,1,2,0.225
easy_0083,easy,standard,central,0,1,3,0.15
easy_0083,easy,standard,central,0,1,4,0.15
easy_0083,easy,standard,central,0,1,5,0.025
easy_0084,easy,standard,search,0,0,1,0.425
easy_0084,easy,standard,search,0,0,2,0.225
easy_0084,easy,standard,search,0,0,3,0.3
easy_0084,easy,standard,search,0,0,4,0.175
easy_0084,easy,standard,search,0,0,5,0.15
easy_0085,easy,ai,central,1,1,1,0.3
easy_0085,easy,ai,central,1,1,2,0.3
easy_0085,easy,ai,central,1,1,3,0.1
easy_0085,easy,ai,central,1,1,4,0.1
easy_0085,easy,ai,central,1,1,5,0.175
easy_0086,easy,standard,central,0,1,1,0.425
easy_0086,easy,standard,central,0,1,2,0.175
easy_0086,easy,standard,central,0,1,3,0.15
easy_0086,easy,standard,central,0,1,4,0.25
easy_0086,easy,standard,central,0,1,5,0.15
easy_0087,easy,ai,search,1,0,1,0.35
easy_0087,easy,ai,search,1,0,2,0.225
easy_0087,easy,ai,search,1,0,3,0.175
easy_0087,easy,ai,search,1,0,4,0.2
easy_0087,easy,ai,search,1,0,5,0.15
easy_0088,easy,standard,search,0,0,1,0.2
easy_0088,easy,standard,search,0,0,2,0.275
easy_0088,easy,standard,search,0,0,3,0.125
easy_0088,easy,standard,search,0,0,4,0.2
easy_0088,easy,standard,search,0,0,5,0.075
easy_0089,easy,ai,central,1,1,1,0.2
easy_0089,easy,ai,central,1,1,2,0.15
easy_0089,easy,ai,central,1,1,3,0.2
easy_0089,easy,ai,central,1,1,4,0.15
easy_0089,easy,ai,central,1,1,5,0.175
easy_0090,easy,ai,central,1,1,1,0.3
easy_0090,easy,ai,central,1,1,2,0.275
easy_0090,easy,ai,central,1,1,3,0.275
easy_0090,easy,ai,central,1,1,4,0.15
easy_0090,easy,ai,central,1,1,5,0.075
easy_0091,easy,ai,central,1,1,1,0.325
easy_0091,easy,ai,central,1,1,2,0.325
easy_0091,easy,ai,central,1,1,3,0.25
easy_0091,easy,ai,central,1,1,4,0.15
easy_0091,easy,ai,central,1,1,5,0.075
easy_0092,easy,standard,search,0,0,1,0.35
easy_0092,easy,standard,search,0,0,2,0.2
easy_0092,easy,standard,search,0,0,3,0.2
easy_0092,easy,standard,search,0,0,4,0.125
easy_0092,easy,standard,search,0,0,5,0.1
easy_0093,easy,standard,search,0,0,1,0.5
easy_0093,easy,standard,search,0,0,2,0.25
easy_0093,easy,standard,search,0,0,3,0.2
easy_0093,easy,standard,search,0,0,4,0.2
easy_0093,easy,standard,search,0,0,5,0.1
easy_0094,easy,standard,central,0,1,1,0.3
easy_0094,easy,standard,central,0,1,2,0.125
easy_0094,easy,standard,central,0,1,3,0.1
easy_0094,easy,standard,central,0,1,4,0.025
easy_0094,easy,standard,central,0,1,5,0.125
easy_0095,easy,ai,central,1,1,1,0.4
easy_0095,easy,ai,central,1,1,2,0.225
easy_0095,easy,ai,central,1,1,3,0.325
easy_0095,easy,ai,central,1,1,4,0.175
easy_0095,easy,ai,central,1,1,5,0.125
easy_0096,easy,ai,central,1,1,1,0.4
easy_0096,easy,ai,central,1,1,2,0.175
easy_0096,easy,ai,central,1,1,3,0.25
easy_0096,easy,ai,central,1,1,4,0.175
easy_0096,easy,ai,central,1,1,5,0.125
easy_0097,easy,standard,central,0,1,1,0.425
easy_0097,easy,standard,central,0,1,2,0.125
easy_0097,easy,standard,central,0,1,3,0.15
easy_0097,easy,standard,central,0,1,4,0.2
easy_0097,easy,standard,central,0,1,5,0.175
easy_0098,easy,standard,central,0,1,1,0.275
easy_0098,easy,standard,central,0,1,2,0.2
easy_0098,easy,standard,central,0,1,3,0.225
easy_0098,easy,standard,central,0,1,4,0.15
easy_0098,easy,standard,central,0,1,5,0.175
easy_0099,easy,standard,search,0,0,1,0.375
easy_0099,easy,standard,search,0,0,2,0.225
easy_0099,easy,standard,search,0,0,3,0.125
easy_0099,easy,standard,search,0,0,4,0.175
easy_0099,easy,standard,search,0,0,5,0.1
easy_0100,easy,standard,search,0,0,1,0.375
easy_0100,easy,standard,search,0,0,2,0.2
easy_0100,easy,standard,search,0,0,3,0.175
easy_0100,easy,standard,search,0,0,4,0.15
easy_0100,easy,standard,search,0,0,5,0.275
easy_0101,easy,standard,central,0,1,1,0.45
easy_0101,easy,standard,central,0,1,2,0.15
easy_0101,easy,standard,central,0,1,3,0.375
easy_0101,easy,standard,central,0,1,4,0.05
easy_0101,easy,standard,central,0,1,5,0.1
easy_0102,easy,ai,central,1,1,1,0.275
easy_0102,easy,ai,central,1,1,2,0.15
easy_0102,easy,ai,central,1,1,3,0.3
easy_0102,easy,ai,central,1,1,4,0.1
easy_0102,easy,ai,central,1,1,5,0.125
easy_0103,easy,ai,central,1,1,1,0.375
easy_0103,easy,ai,central,1,1,2,0.425
easy_0103,easy,ai,central,1,1,3,0.275
easy_0103,easy,ai,central,1,1,4,0.125
easy_0103,easy,ai,central,1,1,5,0.1
easy_0104,easy,standard,central,0,1,1,0.2
easy_0104,easy,standard,central,0,1,2,0.3
easy_0104,easy,standard,central,0,1,3,0.275
easy_0104,easy,standard,central,0,1,4,0.15
easy_0104,easy,standard,central,0,1,5,0.2
easy_0105,easy,standard,central,0,1,1,0.425
easy_0105,easy,standard,central,0,1,2,0.15
easy_0105,easy,standard,central,0,1,3,0.225
easy_0105,easy,standard,central,0,1,4,0.175
easy_0105,easy,standard,central,0,1,5,0.175
easy_0106,easy,ai,central,1,1,1,0.4
easy_0106,easy,ai,central,1,1,2,0.25
easy_0106,easy,ai,central,1,1,3,0.15
easy_0106,easy,ai,central,1,1,4,0.2
easy_0106,easy,ai,central,1,1,5,0.275
easy_0107,easy,standard,central,0,1,1,0.25
easy_0107,easy,standard,central,0,1,2,0.15
easy_0107,easy,standard,central,0,1,3,0.25
easy_0107,easy,standard,central,0,1,4,0.175
easy_0107,easy,standard,central,0,1,5,0.075
easy_0108,easy,standard,search,0,0,1,0.35
easy_0108,easy,standard,search,0,0,2,0.25
easy_0108,easy,standard,search,0,0,3,0.125
easy_0108,easy,standard,search,0,0,4,0.075
easy_0108,easy,standard,search,0,0,5,0.125
easy_0109,easy,standard,search,0,0,1,0.325
easy_0109,easy,standard,search,0,0,2,0.275
easy_0109,easy,standard,search,0,0,3,0.15
easy_0109,easy,standard,search,0,0,4,0.125
easy_0109,easy,standard,search,0,0,5,0.075
easy_0110,easy,ai,search,1,0,1,0.4
easy_0110,easy,ai,search,1,0,2,0.25
easy_0110,easy,ai,search,1,0,3,0.25
easy_0110,easy,ai,search,1,0,4,0.125
easy_0110,easy,ai,search,1,0,5,0.1
easy_0111,easy,ai,central,1,1,1,0.4
easy_0111,easy,ai,central,1,1,2,0.325
easy_0111,easy,ai,central,1,1,3,0.175
easy_0111,easy,ai,central,1,1,4,0.15
easy_0111,easy,ai,central,1,1,5,0.125
easy_0112,easy,standard,central,0,1,1,0.325
easy_0112,easy,standard,central,0,1,2,0.175
easy_0112,easy,standard,central,0,1,3,0.125
easy_0112,easy,standard,central,0,1,4,0.025
easy_0112,easy,standard,central,0,1,5,0.075
easy_0113,easy,standard,central,0,1,1,0.425
easy_0113,easy,standard,central,0,1,2,0.25
easy_0113,easy,standard,central,0,1,3,0.35
easy_0113,easy,standard,central,0,1,4,0.125
easy_0113,easy,standard,central,0,1,5,0.1
easy_0114,easy,standard,central,0,1,1,0.35
easy_0114,easy,standard,central,0,1,2,0.325
easy_0114,easy,standard,central,0,1,3,0.125
easy_0114,easy,standard,central,0,1,4,0.2
easy_0114,easy,standard,central,0,1,5,0.1
easy_0115,easy,ai,central,1,1,1,0.275
easy_0115,easy,ai,central,1,1,2,0.275
easy_0115,easy,ai,central,1,1,3,0.2
easy_0115,easy,ai,central,1,1,4,0.15
easy_0115,easy,ai,central,1,1,5,0.3
