cell_id,category,elicitation,mechanism,ai,central,matched,total_value,proposals_sent
easy_0001,easy,ai,central,1,1,0,0.0,0
easy_0001,easy,ai,central,1,1,0,0.0,0
easy_0001,easy,ai,central,1,1,1,0.556358,0
easy_0002,easy,standard,search,0,0,1,0.625015,6
easy_0002,easy,standard,search,0,0,1,0.56028,4
easy_0002,easy,standard,search,0,0,0,0.0,23
easy_0002,easy,standard,search,0,0,1,0.631721,3
easy_0002,easy,standard,search,0,0,1,0.60674,4
easy_0002,easy,standard,search,0,0,1,0.590167,4
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0002,easy,standard,search,0,0,1,0.664307,2
easy_0002,easy,standard,search,0,0,1,0.589351,6
easy_0002,easy,standard,search,0,0,1,0.754129,7
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0002,easy,standard,search,0,0,1,0.788213,15
easy_0002,easy,standard,search,0,0,1,0.64086,5
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0002,easy,standard,search,0,0,0,0.0,8
easy_0002,easy,standard,search,0,0,1,0.855152,1
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0002,easy,standard,search,0,0,1,0.854925,4
easy_0002,easy,standard,search,0,0,1,0.554651,13
easy_0002,easy,standard,search,0,0,0,0.0,4
easy_0002,easy,standard,search,0,0,1,0.69549,13
easy_0002,easy,standard,search,0,0,1,0.547951,24
easy_0002,easy,standard,search,0,0,1,0.536328,8
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0002,easy,standard,search,0,0,1,1.123358,2
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0002,easy,standard,search,0,0,1,0.569522,11
easy_0002,easy,standard,search,0,0,0,0.0,16
easy_0002,easy,standard,search,0,0,1,0.679047,1
easy_0002,easy,standard,search,0,0,1,0.672857,27
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0002,easy,standard,search,0,0,1,0.931634,27
easy_0002,easy,standard,search,0,0,1,0.629027,6
easy_0002,easy,standard,search,0,0,1,0.635252,1
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0002,easy,standard,search,0,0,1,0.748443,3
easy_0002,easy,standard,search,0,0,1,0.672019,3
easy_0002,easy,standard,search,0,0,1,0.587064,14
easy_0002,easy,standard,search,0,0,0,0.0,30
easy_0003,easy,ai,search,1,0,0,0.0,12
easy_0003,easy,ai,search,1,0,1,0.614689,3
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,0.573228,20
easy_0003,easy,ai,search,1,0,1,0.790612,5
easy_0003,easy,ai,search,1,0,1,0.540617,15
easy_0003,easy,ai,search,1,0,1,0.602151,2
easy_0003,easy,ai,search,1,0,1,0.79547,2
easy_0003,easy,ai,search,1,0,1,0.692047,29
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,0.792064,3
easy_0003,easy,ai,search,1,0,1,0.722338,4
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,0.70239,3
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,0.72317,7
easy_0003,easy,ai,search,1,0,1,0.538748,11
easy_0003,easy,ai,search,1,0,1,0.895305,2
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,0.682086,1
easy_0003,easy,ai,search,1,0,1,0.649789,13
easy_0003,easy,ai,search,1,0,1,0.631055,6
easy_0003,easy,ai,search,1,0,1,0.574832,5
easy_0003,easy,ai,search,1,0,1,0.727542,6
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,0.565993,5
easy_0003,easy,ai,search,1,0,1,0.698627,3
easy_0003,easy,ai,search,1,0,1,0.603117,23
easy_0003,easy,ai,search,1,0,1,0.637968,8
easy_0003,easy,ai,search,1,0,1,0.589844,6
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,0,0.0,24
easy_0003,easy,ai,search,1,0,0,0.0,30
easy_0003,easy,ai,search,1,0,1,0.648557,4
easy_0003,easy,ai,search,1,0,1,0.653592,12
easy_0003,easy,ai,search,1,0,1,0.618399,6
easy_0003,easy,ai,search,1,0,1,0.687228,2
easy_0004,easy,ai,search,1,0,1,0.923862,1
easy_0004,easy,ai,search,1,0,1,0.64671,1
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.689058,3
easy_0004,easy,ai,search,1,0,1,0.629021,1
easy_0004,easy,ai,search,1,0,1,0.803223,6
easy_0004,easy,ai,search,1,0,1,0.638157,2
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.715303,1
easy_0004,easy,ai,search,1,0,1,0.588734,2
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.631264,19
easy_0004,easy,ai,search,1,0,0,0.0,29
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.53422,1
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.745794,11
easy_0004,easy,ai,search,1,0,1,0.521483,12
easy_0004,easy,ai,search,1,0,1,0.62356,13
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.609511,18
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.716708,7
easy_0004,easy,ai,search,1,0,1,0.670264,5
easy_0004,easy,ai,search,1,0,1,0.725205,19
easy_0004,easy,ai,search,1,0,0,0.0,21
easy_0004,easy,ai,search,1,0,1,0.618447,10
easy_0004,easy,ai,search,1,0,1,0.598629,7
easy_0004,easy,ai,search,1,0,1,0.561796,9
easy_0004,easy,ai,search,1,0,1,0.859599,1
easy_0004,easy,ai,search,1,0,1,0.701652,2
easy_0004,easy,ai,search,1,0,1,0.648192,10
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.590803,1
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.646338,1
easy_0004,easy,ai,search,1,0,1,0.597961,20
easy_0004,easy,ai,search,1,0,0,0.0,30
easy_0004,easy,ai,search,1,0,1,0.628717,3
easy_0005,easy,standard,central,0,1,1,0.812665,0
easy_0005,easy,standard,central,0,1,1,0.651138,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.601241,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.631259,0
easy_0005,easy,standard,central,0,1,1,0.629971,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.801863,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.868846,0
easy_0005,easy,standard,central,0,1,1,0.664963,0
easy_0005,easy,standard,central,0,1,1,0.76622,0
easy_0005,easy,standard,central,0,1,1,0.773837,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.619264,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.69614,0
easy_0005,easy,standard,central,0,1,1,0.620651,0
easy_0005,easy,standard,central,0,1,1,0.754058,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.64995,0
easy_0005,easy,standard,central,0,1,1,0.686904,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.724838,0
easy_0005,easy,standard,central,0,1,1,0.638343,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.701912,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,1,0.625854,0
easy_0005,easy,standard,central,0,1,1,0.616143,0
easy_0005,easy,standard,central,0,1,1,0.656844,0
easy_0005,easy,standard,central,0,1,1,0.502397,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0005,easy,standard,central,0,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.620782,0
easy_0006,easy,ai,central,1,1,1,0.700235,0
easy_0006,easy,ai,central,1,1,1,0.569332,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.757088,0
easy_0006,easy,ai,central,1,1,1,0.744838,0
easy_0006,easy,ai,central,1,1,1,0.719519,0
easy_0006,easy,ai,central,1,1,1,0.696226,0
easy_0006,easy,ai,central,1,1,1,0.824083,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.512585,0
easy_0006,easy,ai,central,1,1,1,0.590919,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.812853,0
easy_0006,easy,ai,central,1,1,1,0.677606,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.574206,0
easy_0006,easy,ai,central,1,1,1,0.701469,0
easy_0006,easy,ai,central,1,1,1,0.680801,0
easy_0006,easy,ai,central,1,1,1,0.742637,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.674092,0
easy_0006,easy,ai,central,1,1,1,0.760089,0
easy_0006,easy,ai,central,1,1,1,0.519621,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.668794,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.626828,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.554346,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,1,0.672642,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0006,easy,ai,central,1,1,0,0.0,0
easy_0007,easy,ai,search,1,0,1,0.727414,7
easy_0007,easy,ai,search,1,0,1,0.701291,1
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,0,0.0,26
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.735095,4
easy_0007,easy,ai,search,1,0,1,0.687499,3
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.684891,5
easy_0007,easy,ai,search,1,0,0,0.0,26
easy_0007,easy,ai,search,1,0,1,0.749296,1
easy_0007,easy,ai,search,1,0,1,0.648795,7
easy_0007,easy,ai,search,1,0,1,0.60022,9
easy_0007,easy,ai,search,1,0,1,0.71736,12
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.679092,1
easy_0007,easy,ai,search,1,0,1,0.767053,1
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.715111,7
easy_0007,easy,ai,search,1,0,1,0.822608,1
easy_0007,easy,ai,search,1,0,1,0.634723,12
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.639922,22
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.865341,2
easy_0007,easy,ai,search,1,0,1,0.734392,7
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.715598,11
easy_0007,easy,ai,search,1,0,1,0.758097,2
easy_0007,easy,ai,search,1,0,1,0.701885,7
easy_0007,easy,ai,search,1,0,1,0.613334,15
easy_0007,easy,ai,search,1,0,0,0.0,27
easy_0007,easy,ai,search,1,0,1,0.836035,8
easy_0007,easy,ai,search,1,0,1,1.13434,1
easy_0007,easy,ai,search,1,0,1,0.551584,7
easy_0007,easy,ai,search,1,0,1,0.646055,3
easy_0007,easy,ai,search,1,0,1,0.695931,2
easy_0007,easy,ai,search,1,0,0,0.0,30
easy_0007,easy,ai,search,1,0,1,0.552521,22
easy_0008,easy,standard,search,0,0,0,0.0,13
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.642771,9
easy_0008,easy,standard,search,0,0,1,0.59712,6
easy_0008,easy,standard,search,0,0,1,0.555227,11
easy_0008,easy,standard,search,0,0,1,0.617248,6
easy_0008,easy,standard,search,0,0,1,0.662794,8
easy_0008,easy,standard,search,0,0,1,0.540792,23
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.704424,7
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.581478,3
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.660431,7
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.733332,1
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.575938,19
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.548014,4
easy_0008,easy,standard,search,0,0,1,0.609462,19
easy_0008,easy,standard,search,0,0,1,0.738836,1
easy_0008,easy,standard,search,0,0,1,0.83049,1
easy_0008,easy,standard,search,0,0,1,0.587681,9
easy_0008,easy,standard,search,0,0,0,0.0,23
easy_0008,easy,standard,search,0,0,1,0.670826,3
easy_0008,easy,standard,search,0,0,1,0.792155,3
easy_0008,easy,standard,search,0,0,1,0.699714,30
easy_0008,easy,standard,search,0,0,1,0.63337,20
easy_0008,easy,standard,search,0,0,1,0.76249,4
easy_0008,easy,standard,search,0,0,1,0.600761,2
easy_0008,easy,standard,search,0,0,1,0.64851,6
easy_0008,easy,standard,search,0,0,1,0.590064,2
easy_0008,easy,standard,search,0,0,1,0.847337,2
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,0,0.0,30
easy_0008,easy,standard,search,0,0,1,0.91468,1
easy_0008,easy,standard,search,0,0,1,0.712434,13
easy_0009,easy,ai,search,1,0,1,0.718373,17
easy_0009,easy,ai,search,1,0,1,0.621359,16
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,1,0.716971,5
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,1,0.544673,5
easy_0009,easy,ai,search,1,0,1,0.582124,1
easy_0009,easy,ai,search,1,0,1,0.738794,5
easy_0009,easy,ai,search,1,0,1,0.661676,15
easy_0009,easy,ai,search,1,0,1,0.710177,1
easy_0009,easy,ai,search,1,0,1,0.681032,7
easy_0009,easy,ai,search,1,0,1,0.564704,20
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,1,0.642394,9
easy_0009,easy,ai,search,1,0,1,0.685629,9
easy_0009,easy,ai,search,1,0,1,0.710689,1
easy_0009,easy,ai,search,1,0,1,0.597079,5
easy_0009,easy,ai,search,1,0,1,0.653184,6
easy_0009,easy,ai,search,1,0,1,0.622494,6
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,0,0.0,23
easy_0009,easy,ai,search,1,0,1,0.670188,5
easy_0009,easy,ai,search,1,0,1,0.734722,1
easy_0009,easy,ai,search,1,0,1,0.655335,11
easy_0009,easy,ai,search,1,0,1,0.616155,10
easy_0009,easy,ai,search,1,0,1,0.895779,1
easy_0009,easy,ai,search,1,0,0,0.0,30
easy_0009,easy,ai,search,1,0,1,0.540266,5
easy_0009,easy,ai,search,1,0,1,0.667803,4
easy_0009,easy,ai,search,1,0,0,0.0,29
easy_0009,easy,ai,search,1,0,1,0.640117,8
easy_0009,easy,ai,search,1,0,1,0.666175,11
easy_0009,easy,ai,search,1,0,1,0.614111,6
easy_0009,easy,ai,search,1,0,1,0.656118,11
easy_0009,easy,ai,search,1,0,1,0.640616,14
easy_0009,easy,ai,search,1,0,1,0.814319,1
easy_0009,easy,ai,search,1,0,1,0.665982,1
easy_0009,easy,ai,search,1,0,0,0.0,12
easy_0009,easy,ai,search,1,0,1,0.650679,7
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.612034,7
easy_0010,easy,standard,search,0,0,1,0.66706,3
easy_0010,easy,standard,search,0,0,1,0.937555,2
easy_0010,easy,standard,search,0,0,1,0.619516,10
easy_0010,easy,standard,search,0,0,1,0.82584,4
easy_0010,easy,standard,search,0,0,1,0.634272,8
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.540803,7
easy_0010,easy,standard,search,0,0,1,0.969993,1
easy_0010,easy,standard,search,0,0,1,0.705383,9
easy_0010,easy,standard,search,0,0,1,0.879862,1
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,0,0.0,26
easy_0010,easy,standard,search,0,0,1,0.560269,16
easy_0010,easy,standard,search,0,0,1,0.646397,1
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.569054,25
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.661418,15
easy_0010,easy,standard,search,0,0,0,0.0,19
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.726602,5
easy_0010,easy,standard,search,0,0,1,0.572397,1
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.750408,4
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.681395,8
easy_0010,easy,standard,search,0,0,1,0.71234,7
easy_0010,easy,standard,search,0,0,1,0.597111,2
easy_0010,easy,standard,search,0,0,1,0.565837,5
easy_0010,easy,standard,search,0,0,1,0.562128,29
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,0,0.0,30
easy_0010,easy,standard,search,0,0,1,0.812026,1
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,1,0.780309,20
easy_0011,easy,standard,search,0,0,1,0.661079,5
easy_0011,easy,standard,search,0,0,1,0.670425,5
easy_0011,easy,standard,search,0,0,1,0.548157,2
easy_0011,easy,standard,search,0,0,1,0.594066,17
easy_0011,easy,standard,search,0,0,1,0.678705,23
easy_0011,easy,standard,search,0,0,1,0.748942,1
easy_0011,easy,standard,search,0,0,1,0.59422,22
easy_0011,easy,standard,search,0,0,1,0.682271,2
easy_0011,easy,standard,search,0,0,1,0.534901,4
easy_0011,easy,standard,search,0,0,0,0.0,15
easy_0011,easy,standard,search,0,0,1,0.609138,1
easy_0011,easy,standard,search,0,0,1,0.642356,6
easy_0011,easy,standard,search,0,0,1,0.803283,2
easy_0011,easy,standard,search,0,0,1,0.628125,1
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,1,0.524414,14
easy_0011,easy,standard,search,0,0,1,0.625784,2
easy_0011,easy,standard,search,0,0,1,0.588139,9
easy_0011,easy,standard,search,0,0,1,0.625828,16
easy_0011,easy,standard,search,0,0,1,0.59656,11
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,1,0.647005,7
easy_0011,easy,standard,search,0,0,1,0.738314,3
easy_0011,easy,standard,search,0,0,1,0.641481,13
easy_0011,easy,standard,search,0,0,1,0.583722,22
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,1,0.771482,1
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,0,0.0,12
easy_0011,easy,standard,search,0,0,1,0.517329,1
easy_0011,easy,standard,search,0,0,1,0.612258,14
easy_0011,easy,standard,search,0,0,0,0.0,30
easy_0011,easy,standard,search,0,0,1,0.729143,2
easy_0011,easy,standard,search,0,0,1,0.829172,3
easy_0011,easy,standard,search,0,0,1,0.579682,6
easy_0012,easy,ai,search,1,0,1,0.95265,4
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.728906,1
easy_0012,easy,ai,search,1,0,1,0.644227,16
easy_0012,easy,ai,search,1,0,1,0.715029,9
easy_0012,easy,ai,search,1,0,1,0.59813,5
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.645173,4
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.539471,7
easy_0012,easy,ai,search,1,0,1,0.87567,3
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.685227,6
easy_0012,easy,ai,search,1,0,1,0.540703,2
easy_0012,easy,ai,search,1,0,1,0.650844,10
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.835583,7
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,0,0.0,27
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.577066,28
easy_0012,easy,ai,search,1,0,1,0.730702,13
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,0,0.0,29
easy_0012,easy,ai,search,1,0,1,0.532578,2
easy_0012,easy,ai,search,1,0,1,0.586151,15
easy_0012,easy,ai,search,1,0,1,0.738706,1
easy_0012,easy,ai,search,1,0,1,0.78195,1
easy_0012,easy,ai,search,1,0,1,0.624509,1
easy_0012,easy,ai,search,1,0,1,0.528591,1
easy_0012,easy,ai,search,1,0,1,0.699469,3
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.721454,6
easy_0012,easy,ai,search,1,0,1,0.579787,5
easy_0012,easy,ai,search,1,0,0,0.0,30
easy_0012,easy,ai,search,1,0,1,0.829611,2
easy_0013,easy,standard,search,0,0,1,0.726288,5
easy_0013,easy,standard,search,0,0,1,0.64954,6
