cell_id,city_id,week,category,elicitation,mechanism,ai,central,rank,reciprocity_rate
city017_w00_easy,city017,0,easy,ai,central,1,1,1,0.166667
city017_w00_easy,city017,0,easy,ai,central,1,1,2,0.116667
city017_w00_easy,city017,0,easy,ai,central,1,1,3,0.183333
city017_w00_easy,city017,0,easy,ai,central,1,1,4,0.083333
city017_w00_easy,city017,0,easy,ai,central,1,1,5,0.05
city017_w00_hard,city017,0,hard,ai,search,1,0,1,0.166667
city017_w00_hard,city017,0,hard,ai,search,1,0,2,0.083333
city017_w00_hard,city017,0,hard,ai,search,1,0,3,0.05
city017_w00_hard,city017,0,hard,ai,search,1,0,4,0.016667
city017_w00_hard,city017,0,hard,ai,search,1,0,5,0.083333
city017_w01_easy,city017,1,easy,ai,central,1,1,1,0.2
city017_w01_easy,city017,1,easy,ai,central,1,1,2,0.15
city017_w01_easy,city017,1,easy,ai,central,1,1,3,0.133333
city017_w01_easy,city017,1,easy,ai,central,1,1,4,0.083333
city017_w01_easy,city017,1,easy,ai,central,1,1,5,0.083333
city017_w01_hard,city017,1,hard,standard,search,0,0,1,0.083333
city017_w01_hard,city017,1,hard,standard,search,0,0,2,0.033333
city017_w01_hard,city017,1,hard,standard,search,0,0,3,0.033333
city017_w01_hard,city017,1,hard,standard,search,0,0,4,0.05
city017_w01_hard,city017,1,hard,standard,search,0,0,5,0.066667
city018_w00_easy,city018,0,easy,ai,central,1,1,1,0.133333
city018_w00_easy,city018,0,easy,ai,central,1,1,2,0.083333
city018_w00_easy,city018,0,easy,ai,central,1,1,3,0.133333
city018_w00_easy,city018,0,easy,ai,central,1,1,4,0.016667
city018_w00_easy,city018,0,easy,ai,central,1,1,5,0.066667
city018_w00_hard,city018,0,hard,ai,search,1,0,1,0.033333
city018_w00_hard,city018,0,hard,ai,search,1,0,2,0.016667
city018_w00_hard,city018,0,hard,ai,search,1,0,3,0.033333
city018_w00_hard,city018,0,hard,ai,search,1,0,4,0.05
city018_w00_hard,city018,0,hard,ai,search,1,0,5,0.016667
city018_w01_easy,city018,1,easy,ai,central,1,1,1,0.183333
city018_w01_easy,city018,1,easy,ai,central,1,1,2,0.133333
city018_w01_easy,city018,1,easy,ai,central,1,1,3,0.133333
city018_w01_easy,city018,1,easy,ai,central,1,1,4,0.15
city018_w01_easy,city018,1,easy,ai,central,1,1,5,0.1
city018_w01_hard,city018,1,hard,standard,search,0,0,1,0.15
city018_w01_hard,city018,1,hard,standard,search,0,0,2,0.066667
city018_w01_hard,city018,1,hard,standard,search,0,0,3,0.05
city018_w01_hard,city018,1,hard,standard,search,0,0,4,0.1
city018_w01_hard,city018,1,hard,standard,search,0,0,5,0.016667
city019_w00_easy,city019,0,easy,standard,search,0,0,1,0.066667
city019_w00_easy,city019,0,easy,standard,search,0,0,2,0.033333
city019_w00_easy,city019,0,easy,standard,search,0,0,3,0.083333
city019_w00_easy,city019,0,easy,standard,search,0,0,4,0.016667
city019_w00_easy,city019,0,easy,standard,search,0,0,5,0.016667
city019_w00_hard,city019,0,hard,standard,central,0,1,1,0.116667
city019_w00_hard,city019,0,hard,standard,central,0,1,2,0.083333
city019_w00_hard,city019,0,hard,standard,central,0,1,3,0.05
city019_w00_hard,city019,0,hard,standard,central,0,1,4,0.083333
city019_w00_hard,city019,0,hard,standard,central,0,1,5,0.033333
city019_w01_easy,city019,1,easy,standard,search,0,0,1,0.05
city019_w01_easy,city019,1,easy,standard,search,0,0,2,0.05
city019_w01_easy,city019,1,easy,standard,search,0,0,3,0.033333
city019_w01_easy,city019,1,easy,standard,search,0,0,4,0.033333
city019_w01_easy,city019,1,easy,standard,search,0,0,5,0.066667
city019_w01_hard,city019,1,hard,standard,search,0,0,1,0.083333
city019_w01_hard,city019,1,hard,standard,search,0,0,2,0.083333
city019_w01_hard,city019,1,hard,standard,search,0,0,3,0.05
city019_w01_hard,city019,1,hard,standard,search,0,0,4,0.1
city019_w01_hard,city019,1,hard,standard,search,0,0,5,0.033333
city020_w00_easy,city020,0,easy,ai,search,1,0,1,0.133333
city020_w00_easy,city020,0,easy,ai,search,1,0,2,0.05
city020_w00_easy,city020,0,easy,ai,search,1,0,3,0.033333
city020_w00_easy,city020,0,easy,ai,search,1,0,4,0.066667
city020_w00_easy,city020,0,easy,ai,search,1,0,5,0.1
city020_w00_hard,city020,0,hard,ai,central,1,1,1,0.116667
city020_w00_hard,city020,0,hard,ai,central,1,1,2,0.083333
city020_w00_hard,city020,0,hard,ai,central,1,1,3,0.083333
city020_w00_hard,city020,0,hard,ai,central,1,1,4,0.083333
city020_w00_hard,city020,0,hard,ai,central,1,1,5,0.033333
city020_w01_easy,city020,1,easy,ai,central,1,1,1,0.033333
city020_w01_easy,city020,1,easy,ai,central,1,1,2,0.116667
city020_w01_easy,city020,1,easy,ai,central,1,1,3,0.066667
city020_w01_easy,city020,1,easy,ai,central,1,1,4,0.05
city020_w01_easy,city020,1,easy,ai,central,1,1,5,0.033333
city020_w01_hard,city020,1,hard,ai,central,1,1,1,0.033333
city020_w01_hard,city020,1,hard,ai,central,1,1,2,0.116667
city020_w01_hard,city020,1,hard,ai,central,1,1,3,0.016667
city020_w01_hard,city020,1,hard,ai,central,1,1,4,0.033333
city020_w01_hard,city020,1,hard,ai,central,1,1,5,0.016667
city021_w00_easy,city021,0,easy,standard,search,0,0,1,0.066667
city021_w00_easy,city021,0,easy,standard,search,0,0,2,0.083333
city021_w00_easy,city021,0,easy,standard,search,0,0,3,0.066667
city021_w00_easy,city021,0,easy,standard,search,0,0,4,0.05
city021_w00_easy,city021,0,easy,standard,search,0,0,5,0.05
city021_w00_hard,city021,0,hard,ai,search,1,0,1,0.116667
