cell_id,city_id,week,category,elicitation,mechanism,n_jobs,match_rate,mean_days_to_match,cancel_rate,messages_per_job,provider_inbox_per_day,provider_response_rate,avg_price,price_sd,consumer_surplus_per_job,provider_profit_per_job,total_surplus_per_job,net_welfare_per_job,herfindahl_providers,reciprocity_obs,pref_density_i,pref_density_j,pref_density_both
city002_w01_easy,city002,1,easy,standard,central,60,0.2833333333333333,1.0,0.17647058823529413,0.0,0.0,0.0,211.4199411764706,71.82109327477426,-7.992350000000001,7.76675,-0.2256166666666675,-1.0589500000000007,0.052734375,0.1,0.7790476190476191,0.8085714285714286,0.6314285714285715
city002_w01_hard,city002,1,hard,ai,central,60,0.25,1.0,0.13333333333333333,0.0,0.0,0.0,432.51559999999995,101.40226550568637,-14.8955,23.279183333333336,8.383633333333334,7.675300000000001,0.052734375,0.08,0.7921428571428571,0.8021428571428572,0.6326190476190476
city003_w00_easy,city003,0,easy,ai,search,60,0.25,3.6666666666666665,0.0,12.333333333333334,1.510204081632653,0.9702702702702702,202.74673333333337,43.635475614076526,-4.060150000000002,10.46865,6.4085,0.33349999999999974,0.08500000000000002,0.08333333333333333,0.7995238095238095,0.8076190476190476,0.645
city003_w00_hard,city003,0,hard,ai,central,60,0.08333333333333333,1.0,0.2,0.0,1.510204081632653,0.9702702702702702,337.70920000000007,57.9831985337132,2.737483333333333,7.595183333333334,10.332683333333334,10.082683333333334,0.08500000000000002,0.03333333333333333,0.7857142857142857,0.8088095238095238,0.6376190476190476
city003_w01_easy,city003,1,easy,ai,central,60,0.4,1.0,0.125,0.0,0.0,0.0,201.85329166666665,39.860734263704515,-9.955083333333333,18.086983333333333,8.131883333333334,7.006883333333334,0.054012345679012363,0.12666666666666668,0.810952380952381,0.8128571428571428,0.6623809523809524
city003_w01_hard,city003,1,hard,ai,central,60,0.2,1.0,0.0,0.0,0.0,0.0,385.48425000000003,177.50126962881396,11.326283333333334,20.20716666666667,31.533466666666673,31.033466666666673,0.054012345679012363,0.056666666666666664,0.8104761904761905,0.815952380952381,0.6626190476190477
city004_w00_easy,city004,0,easy,standard,central,60,0.26666666666666666,1.0,0.0,0.0,0.0,0.0,198.27881250000002,38.956256641210196,-8.032733333333333,6.913766666666667,-1.1189166666666661,-1.7855833333333326,0.048751486325802604,0.08666666666666667,0.7714285714285715,0.7269047619047619,0.5604761904761905
city004_w00_hard,city004,0,hard,standard,central,60,0.21666666666666667,1.0,0.23076923076923078,0.0,0.0,0.0,413.4754615384615,116.2163367801729,-8.505033333333335,13.7945,5.289450000000001,4.622783333333334,0.048751486325802604,0.07,0.7035714285714286,0.729047619047619,0.515
city004_w01_easy,city004,1,easy,standard,central,60,0.31666666666666665,1.0,0.0,0.0,1.546938775510204,0.9670184696569921,194.77889473684206,57.754251247943024,-4.6895,7.844616666666667,3.155116666666667,2.3634500000000003,0.05112960760998808,0.08,0.7802380952380953,0.7285714285714285,0.5671428571428572
city004_w01_hard,city004,1,hard,standard,search,60,0.16666666666666666,2.9,0.0,12.633333333333333,1.546938775510204,0.9670184696569921,323.59659999999997,131.018801867179,11.466316666666666,12.424350000000002,23.890683333333335,17.67818333333333,0.05112960760998808,0.06,0.7278571428571429,0.7245238095238096,0.5223809523809524
city005_w00_easy,city005,0,easy,ai,central,60,0.2833333333333333,1.0,0.058823529411764705,0.0,1.506122448979592,0.959349593495935,209.17729411764705,41.546067952883206,-8.69135,10.0493,1.3580000000000003,0.6080000000000003,0.05078125,0.09333333333333334,0.7926190476190477,0.82,0.6519047619047619
city005_w00_hard,city005,0,hard,ai,search,60,0.25,3.6,0.0,12.3,1.506122448979592,0.959349593495935,380.56246666666664,107.20116398946065,-4.990950000000001,21.47078333333333,16.479833333333335,10.454833333333333,0.05078125,0.08666666666666667,0.7823809523809524,0.8111904761904762,0.6385714285714286
city005_w01_easy,city005,1,easy,standard,search,60,0.23333333333333334,2.9285714285714284,0.07142857142857142,12.1,3.142857142857143,0.9772727272727273,184.62992857142854,44.42170046525993,-0.8086999999999995,9.574383333333333,8.765716666666666,2.8282166666666666,0.07029478458049884,0.09,0.7690476190476191,0.7359523809523809,0.5635714285714286
city005_w01_hard,city005,1,hard,standard,search,60,0.11666666666666667,5.142857142857143,0.0,13.566666666666666,3.142857142857143,0.9772727272727273,499.1612857142857,56.72929979506264,-19.1526,14.3655,-4.787100000000001,-11.5371,0.07029478458049884,0.03666666666666667,0.7102380952380952,0.7421428571428571,0.5240476190476191
city006_w00_easy,city006,0,easy,standard,central,60,0.31666666666666665,3.473684210526316,0.05263157894736842,11.766666666666667,2.889795918367347,0.9858757062146892,180.742,71.59198035937949,1.551133333333333,12.764066666666668,14.315166666666668,8.506833333333331,0.0634755463059313,0.11,0.785952380952381,0.8180952380952381,0.6433333333333333
city006_w00_hard,city006,0,hard,ai,search,60,0.2,1.5833333333333333,0.0,11.833333333333334,2.889795918367347,0.9858757062146892,332.32591666666667,118.65396513426482,8.2052,16.54525,24.75041666666667,18.842083333333335,0.0634755463059313,0.06,0.8033333333333333,0.8116666666666666,0.6514285714285715
city006_w01_easy,city006,1,easy,ai,search,60,0.25,2.8666666666666667,0.06666666666666667,11.933333333333334,1.4612244897959183,0.9748603351955307,194.25746666666663,42.872473028184196,-3.1799666666666666,10.569166666666668,7.389183333333333,1.4975166666666668,0.0546875,0.09666666666666666,0.7947619047619048,0.8085714285714286,0.6397619047619048
city006_w01_hard,city006,1,hard,standard,central,60,0.2833333333333333,1.0,0.0,0.0,1.4612244897959183,0.9748603351955307,357.4054705882353,124.94026206957749,12.316250000000002,15.669116666666667,27.985333333333326,27.276999999999994,0.0546875,0.07666666666666666,0.6980952380952381,0.8078571428571428,0.5645238095238095
city007_w00_easy,city007,0,easy,standard,search,60,0.38333333333333336,3.0,0.043478260869565216,10.933333333333334,1.3387755102040817,0.9512195121951219,208.51813043478262,75.07548000652068,-6.329566666666667,16.78865,10.459100000000001,5.125766666666667,0.05601469237832872,0.08,0.78,0.7288095238095238,0.5645238095238095
city007_w00_hard,city007,0,hard,standard,central,60,0.16666666666666666,1.0,0.3,0.0,1.3387755102040817,0.9512195121951219,320.26309999999995,102.02964962799349,2.3901833333333338,10.93245,13.322633333333334,12.780966666666668,0.05601469237832872,0.06,0.6876190476190476,0.7333333333333333,0.5069047619047619
city007_w01_easy,city007,1,easy,standard,central,60,0.25,1.0,0.2,0.0,1.510204081632653,0.9459459459459459,178.6976,30.25707551206589,-1.697066666666666,4.625283333333332,2.9281999999999995,2.1781999999999995,0.08367626886145403,0.08,0.7733333333333333,0.7297619047619047,0.5602380952380952
city007_w01_hard,city007,1,hard,standard,search,60,0.2,2.8333333333333335,0.0,12.333333333333334,1.510204081632653,0.9459459459459459,365.08200000000005,116.52959022107177,9.896333333333331,17.91915,27.815566666666665,21.81556666666667,0.08367626886145403,0.09,0.7266666666666667,0.7330952380952381,0.5316666666666666
city008_w00_easy,city008,0,easy,standard,central,60,0.3,1.0,0.0,0.0,0.0,0.0,177.5500555555556,53.88377337814529,5.370983333333334,8.970083333333331,14.34105,13.59105,0.06666666666666667,0.06333333333333334,0.7645238095238095,0.8180952380952381,0.6211904761904762
city008_w00_hard,city008,0,hard,ai,central,60,0.2,1.0,0.25,0.0,0.0,0.0,416.9135000000001,142.03076334724108,-0.6523166666666663,17.004416666666668,16.352050000000006,15.727050000000004,0.06666666666666667,0.07,0.8023809523809524,0.8192857142857143,0.6573809523809524
city008_w01_easy,city008,1,easy,ai,search,60,0.3333333333333333,3.3,0.0,11.533333333333333,2.8938775510204082,0.9732016925246827,212.04055,45.678153853000914,-12.109116666666667,15.290150000000002,3.1810333333333327,-2.4523000000000006,0.05723204994797085,0.15333333333333332,0.8004761904761905,0.810952380952381,0.6483333333333333
city008_w01_hard,city008,1,hard,standard,search,60,0.18333333333333332,1.8181818181818181,0.09090909090909091,12.1,2.8938775510204082,0.9732016925246827,363.9140909090909,112.04478358804086,14.422233333333336,16.476433333333336,30.898683333333334,24.87368333333333,0.05723204994797085,0.03,0.7195238095238096,0.7945238095238095,0.5704761904761905
city009_w00_easy,city009,0,easy,standard,search,60,0.31666666666666665,2.9473684210526314,0.10526315789473684,11.433333333333334,3.024489795918367,0.9838056680161943,214.06057894736847,49.37815608626482,-7.714183333333334,14.86535,7.151166666666666,1.5136666666666672,0.05867346938775511,0.13666666666666666,0.7619047619047619,0.8107142857142857,0.6180952380952381
city009_w00_hard,city009,0,hard,ai,central,60,0.15,4.555555555555555,0.0,13.266666666666667,3.024489795918367,0.9838056680161943,382.549,100.53967409560269,2.8673833333333336,13.793516666666665,16.6609,10.048400000000003,0.05867346938775511,0.03,0.8016666666666666,0.8185714285714286,0.6573809523809524
city009_w01_easy,city009,1,easy,standard,search,60,0.21666666666666667,3.076923076923077,0.0,12.3,2.979591836734694,0.9671232876712329,168.62900000000002,47.78712317839049,-1.2074833333333332,7.744000000000001,6.536500000000001,0.5615000000000004,0.08418367346938777,0.07,0.7659523809523809,0.7357142857142858,0.5580952380952381
city009_w01_hard,city009,1,hard,standard,search,60,0.25,3.066666666666667,0.0,12.033333333333333,2.979591836734694,0.9671232876712329,333.5215333333334,112.3846998488843,18.352700000000002,21.567600000000002,39.92028333333334,33.92861666666667,0.08418367346938777,0.07,0.7169047619047619,0.7304761904761905,0.525
city010_w00_easy,city010,0,easy,ai,central,60,0.3,1.0,0.1111111111111111,0.0,1.5387755102040817,0.96684350132626,191.98916666666665,43.23538425090644,-7.1373,10.284899999999997,3.147583333333333,2.3142500000000004,0.07777777777777775,0.09333333333333334,0.8185714285714286,0.8038095238095239,0.6571428571428571
city010_w00_hard,city010,0,hard,standard,search,60,0.2,3.4166666666666665,0.0,12.566666666666666,1.5387755102040817,0.96684350132626,329.8405833333333,99.25538095553703,10.184516666666667,16.146466666666665,26.33103333333333,20.151866666666667,0.07777777777777775,0.06666666666666667,0.6866666666666666,0.8047619047619048,0.5483333333333333
city010_w01_easy,city010,1,easy,ai,search,60,0.48333333333333334,1.0,0.034482758620689655,0.0,0.0,0.0,185.2314137931034,43.9617059297206,-6.3832,15.179200000000003,8.795966666666667,7.5459666666666685,0.05056513979773944,0.12666666666666668,0.8095238095238095,0.7997619047619048,0.6440476190476191
city010_w01_hard,city010,1,hard,standard,central,60,0.2,1.0,0.16666666666666666,0.0,0.0,0.0,310.9865,75.74939561175029,8.674750000000001,11.044883333333333,19.71963333333333,19.1363,0.05056513979773944,0.06666666666666667,0.7354761904761905,0.8142857142857143,0.6
city011_w00_easy,city011,0,easy,ai,central,60,0.3,1.0,0.0,0.0,1.530612244897959,0.9613333333333334,192.42544444444445,72.71184035486138,-0.7533833333333335,14.708016666666667,13.954683333333334,13.204683333333334,0.05859375,0.08,0.8045238095238095,0.8092857142857143,0.6533333333333333
city011_w00_hard,city011,0,hard,standard,search,60,0.23333333333333334,3.7857142857142856,0.0,12.5,1.530612244897959,0.9613333333333334,350.68857142857144,125.69862937549922,20.570700000000002,19.753583333333335,40.3243,34.19513333333334,0.05859375,0.06333333333333334,0.7004761904761905,0.8042857142857143,0.5652380952380952
city011_w01_easy,city011,1,easy,ai,search,60,0.3333333333333333,1.0,0.05,0.0,1.5020408163265306,0.9755434782608695,202.91575,60.422723508605344,-10.329283333333334,11.542966666666667,1.2136500000000006,0.33865000000000006,0.04152249134948096,0.1,0.8016666666666666,0.82,0.6564285714285715
city011_w01_hard,city011,1,hard,standard,search,60,0.23333333333333334,3.2857142857142856,0.07142857142857142,12.266666666666667,1.5020408163265306,0.9755434782608695,380.1583571428572,81.01228664041518,2.4808833333333333,21.39405,23.874933333333328,17.816599999999998,0.04152249134948096,0.05333333333333334,0.7292857142857143,0.8083333333333333,0.5914285714285714
city012_w00_easy,city012,0,easy,ai,search,60,0.31666666666666665,2.6315789473684212,0.05263157894736842,11.233333333333333,2.946938775510204,0.9702216066481995,208.06810526315795,38.9684782497266,-6.673516666666666,14.506866666666667,7.833399999999999,2.3542333333333327,0.0655567117585848,0.12666666666666668,0.7983333333333333,0.7997619047619048,0.6373809523809524
city012_w00_hard,city012,0,hard,ai,search,60,0.2,4.083333333333333,0.08333333333333333,12.833333333333334,2.946938775510204,0.9702216066481995,321.6405833333334,82.43472260297105,13.547249999999998,16.571033333333332,30.118266666666663,23.743266666666663,0.0655567117585848,0.06666666666666667,0.7892857142857143,0.7957142857142857,0.6321428571428571
city012_w01_easy,city012,1,easy,standard,search,60,0.23333333333333334,3.857142857142857,0.14285714285714285,12.533333333333333,1.5346938775510204,0.9654255319148937,212.3865,59.2087031619118,-6.441883333333333,9.866483333333331,3.4245666666666663,-2.733766666666667,0.07988165680473372,0.07333333333333333,0.7571428571428571,0.8038095238095239,0.6097619047619047
city012_w01_hard,city012,1,hard,ai,search,60,0.2,1.0,0.0,0.0,1.5346938775510204,0.9654255319148937,404.14950000000005,182.27869752437286,-7.174000000000001,19.64383333333333,12.469850000000001,11.969850000000001,0.07988165680473372,0.03666666666666667,0.7764285714285715,0.805,0.6228571428571429
city013_w00_easy,city013,0,easy,ai,central,60,0.3,1.0,0.0,0.0,1.5755102040816327,0.9572538860103627,243.20933333333335,51.08418736349081,-24.035083333333333,14.176,-9.859066666666667,-10.609066666666667,0.07200000000000001,0.06,0.7988095238095239,0.8071428571428572,0.6438095238095238
city013_w00_hard,city013,0,hard,ai,search,60,0.11666666666666667,2.142857142857143,0.0,12.866666666666667,1.5755102040816327,0.9572538860103627,396.6991428571429,86.69309399144504,11.184666666666667,10.951366666666667,22.13605,15.840216666666667,0.07200000000000001,0.04,0.785,0.8152380952380952,0.638095238095238
city013_w01_easy,city013,1,easy,standard,central,60,0.31666666666666665,1.0,0.2631578947368421,0.0,1.5877551020408163,0.9575835475578406,181.50989473684209,45.558064175651154,-2.635033333333334,6.045883333333333,3.4108166666666673,2.4108166666666673,0.05826397146254457,0.11,0.7790476190476191,0.8030952380952381,0.6238095238095238
city013_w01_hard,city013,1,hard,ai,search,60,0.16666666666666666,3.9,0.1,12.966666666666667,1.5877551020408163,0.9575835475578406,339.3118,89.06770763837787,10.641633333333335,13.252650000000001,23.8943,17.54846666666667,0.05826397146254457,0.04666666666666667,0.7878571428571428,0.8102380952380952,0.6361904761904762
city014_w00_easy,city014,0,easy,standard,central,60,0.35,1.0,0.0,0.0,0.0,0.0,194.09519047619048,62.17381888192091,-6.074250000000001,9.294516666666665,3.220266666666665,2.345266666666665,0.06228373702422144,0.09,0.7707142857142857,0.8038095238095239,0.6214285714285714
city014_w00_hard,city014,0,hard,ai,central,60,0.21666666666666667,1.0,0.07692307692307693,0.0,0.0,0.0,323.6737692307692,107.37832804710786,19.6046,15.218416666666664,34.823016666666675,34.23968333333334,0.06228373702422144,0.06333333333333334,0.7847619047619048,0.8102380952380952,0.6340476190476191
city014_w01_easy,city014,1,easy,ai,central,60,0.38333333333333336,1.0,0.08695652173913043,0.0,0.0,0.0,190.52347826086952,51.830230313512764,-7.778283333333334,12.827816666666667,5.049566666666667,4.0079,0.046875,0.12,0.795952380952381,0.8119047619047619,0.65
city014_w01_hard,city014,1,hard,standard,central,60,0.15,1.0,0.1111111111111111,0.0,0.0,0.0,388.2049999999999,130.45379819978413,1.9987499999999996,9.464050000000002,11.4628,11.046133333333334,0.046875,0.043333333333333335,0.7135714285714285,0.799047619047619,0.5669047619047619
city015_w00_easy,city015,0,easy,ai,search,60,0.16666666666666666,4.0,0.1,13.0,1.5918367346938775,0.9692307692307692,223.16930000000002,57.221031823098045,-10.200916666666666,7.685950000000001,-2.5149833333333333,-8.914983333333334,0.06888888888888887,0.06666666666666667,0.804047619047619,0.7995238095238095,0.6409523809523809
city015_w00_hard,city015,0,hard,ai,search,60,0.3333333333333333,1.0,0.0,0.0,1.5918367346938775,0.9692307692307692,373.3175,151.8254015712231,8.59821666666667,30.149183333333333,38.74734999999999,37.914016666666654,0.06888888888888887,0.08666666666666667,0.8028571428571428,0.8102380952380952,0.6528571428571428
city015_w01_easy,city015,1,easy,ai,search,60,0.3333333333333333,1.0,0.1,0.0,0.0,0.0,201.35154999999995,45.56565509410858,-13.219649999999998,15.998133333333334,2.7784,1.8617333333333337,0.061524334251606985,0.08,0.8002380952380952,0.7988095238095239,0.6385714285714286
city015_w01_hard,city015,1,hard,ai,central,60,0.21666666666666667,1.0,0.0,0.0,0.0,0.0,374.2236153846154,170.55769373857947,-5.189749999999999,19.124033333333333,13.934333333333333,13.392666666666665,0.061524334251606985,0.05333333333333334,0.7878571428571428,0.8061904761904762,0.6321428571428571
city016_w00_easy,city016,0,easy,ai,search,60,0.21666666666666667,4.3076923076923075,0.07692307692307693,12.833333333333334,2.9918367346938775,0.9795361527967258,193.97907692307692,42.74789798041056,-6.245966666666665,9.021216666666668,2.77525,-3.5372500000000016,0.06666666666666667,0.07666666666666666,0.8076190476190476,0.8183333333333334,0.6592857142857143
city016_w00_hard,city016,0,hard,standard,central,60,0.2833333333333333,2.764705882352941,0.0,11.6,2.9918367346938775,0.9795361527967258,378.00329411764704,120.70566843864702,0.8741333333333349,25.902299999999993,26.77648333333333,20.997316666666666,0.06666666666666667,0.07333333333333333,0.7095238095238096,0.8038095238095239,0.5754761904761905
city016_w01_easy,city016,1,easy,standard,search,60,0.3333333333333333,3.8,0.15,11.866666666666667,1.453061224489796,0.9536516853932584,212.04299999999998,41.356561033605246,-10.71946666666667,15.183933333333332,4.464466666666667,-1.3313666666666668,0.056245434623813026,0.12,0.7545238095238095,0.8016666666666666,0.5995238095238096
city016_w01_hard,city016,1,hard,ai,central,60,0.2833333333333333,1.0,0.0,0.0,1.453061224489796,0.9536516853932584,362.22258823529415,81.63121081965129,0.7832500000000006,22.484383333333334,23.267566666666667,22.559233333333335,0.056245434623813026,0.07666666666666666,0.8047619047619048,0.8264285714285714,0.6673809523809524
city017_w00_easy,city017,0,easy,ai,central,60,0.38333333333333336,1.0,0.0,0.0,1.5224489795918368,0.9745308310991957,188.81569565217393,47.99704118383925,-5.799883333333333,11.374033333333331,5.574149999999999,4.615816666666664,0.058514135437212345,0.12,0.8057142857142857,0.8061904761904762,0.6497619047619048
city017_w00_hard,city017,0,hard,ai,search,60,0.26666666666666666,4.0625,0.0,12.433333333333334,1.5224489795918368,0.9745308310991957,345.9039375,85.14447992557024,5.0738666666666665,21.786066666666667,26.859899999999993,20.7224,0.058514135437212345,0.08,0.7871428571428571,0.8076190476190476,0.6340476190476191
city017_w01_easy,city017,1,easy,ai,central,60,0.3333333333333333,1.0,0.15,0.0,1.5755102040816327,0.9572538860103627,191.90745,91.09453218005257,-2.5809499999999996,14.539866666666665,11.958916666666664,11.000583333333331,0.0655567117585848,0.13,0.8047619047619048,0.8147619047619048,0.6530952380952381
city017_w01_hard,city017,1,hard,standard,search,60,0.18333333333333332,3.909090909090909,0.0,12.866666666666667,1.5755102040816327,0.9572538860103627,324.15,110.67163394836095,9.797483333333334,14.8556,24.653083333333328,18.35725,0.0655567117585848,0.05333333333333334,0.6776190476190476,0.8057142857142857,0.5447619047619048
city018_w00_easy,city018,0,easy,ai,central,60,0.3333333333333333,1.0,0.05,0.0,1.563265306122449,0.9699738903394256,210.75100000000003,76.7676220537635,-12.950733333333336,14.429083333333331,1.4783833333333318,0.6033833333333317,0.053069719042663874,0.08666666666666667,0.8014285714285714,0.8135714285714286,0.65
city018_w00_hard,city018,0,hard,ai,search,60,0.18333333333333332,3.6363636363636362,0.0,12.766666666666667,1.563265306122449,0.9699738903394256,432.2474545454545,168.96180088372853,-5.349583333333334,19.242716666666663,13.893116666666666,7.605616666666666,0.053069719042663874,0.03,0.780952380952381,0.8138095238095238,0.6357142857142857
city018_w01_easy,city018,1,easy,ai,central,60,0.36666666666666664,1.0,0.045454545454545456,0.0,0.0,0.0,197.42181818181817,53.98563423959269,-7.603033333333334,13.057066666666666,5.45405,4.495716666666667,0.05000000000000001,0.14,0.7978571428571428,0.8145238095238095,0.6492857142857142
city018_w01_hard,city018,1,hard,standard,search,60,0.3,1.0,0.05555555555555555,0.0,0.0,0.0,338.4917777777778,83.61280725959429,16.810499999999998,18.936116666666667,35.746599999999994,34.95493333333333,0.05000000000000001,0.07666666666666666,0.7292857142857143,0.8130952380952381,0.5911904761904762
city019_w00_easy,city019,0,easy,standard,search,60,0.23333333333333334,4.285714285714286,0.0,12.733333333333333,1.5591836734693878,0.9502617801047121,205.64264285714285,48.768472488510824,-8.720033333333333,10.36443333333333,1.6444166666666666,-4.563916666666669,0.08799999999999998,0.043333333333333335,0.775952380952381,0.7216666666666667,0.5592857142857143
city019_w00_hard,city019,0,hard,standard,central,60,0.18333333333333332,1.0,0.18181818181818182,0.0,1.5591836734693878,0.9502617801047121,364.4542727272728,152.2054154878143,-0.6063166666666653,13.131600000000002,12.525333333333332,11.983666666666666,0.08799999999999998,0.07333333333333333,0.714047619047619,0.7011904761904761,0.5009523809523809
city019_w01_easy,city019,1,easy,standard,search,60,0.23333333333333334,3.5714285714285716,0.0,12.4,3.0653061224489795,0.9913448735019973,192.68621428571427,53.28659194347627,-0.2765000000000001,10.033716666666667,9.757283333333332,3.6031166666666667,0.04526748971193413,0.04666666666666667,0.7669047619047619,0.7204761904761905,0.5530952380952381
city019_w01_hard,city019,1,hard,standard,search,60,0.21666666666666667,3.8461538461538463,0.07692307692307693,12.633333333333333,3.0653061224489795,0.9913448735019973,333.07892307692305,88.6193465093463,6.676800000000001,18.031750000000002,24.708583333333333,18.400249999999996,0.04526748971193413,0.07,0.7102380952380952,0.7316666666666667,0.5197619047619048
city020_w00_easy,city020,0,easy,ai,search,60,0.25,4.133333333333334,0.06666666666666667,12.566666666666666,1.5387755102040817,0.9588859416445623,214.83933333333334,78.34407364647187,-10.060300000000003,11.245049999999997,1.184766666666667,-4.969399999999999,0.051428571428571435,0.07666666666666666,0.8007142857142857,0.8107142857142857,0.6478571428571429
city020_w00_hard,city020,0,hard,ai,central,60,0.3333333333333333,1.0,0.0,0.0,1.5387755102040817,0.9588859416445623,405.1745499999999,125.14455292369323,-11.300483333333334,32.76758333333334,21.467083333333335,20.633750000000003,0.051428571428571435,0.08,0.7935714285714286,0.8116666666666666,0.6454761904761904
city020_w01_easy,city020,1,easy,ai,central,60,0.21666666666666667,1.0,0.0,0.0,0.0,0.0,241.44107692307696,61.40192152050499,-16.988833333333336,10.350916666666667,-6.6378666666666675,-7.179533333333334,0.07029478458049884,0.06,0.814047619047619,0.814047619047619,0.6611904761904762
city020_w01_hard,city020,1,hard,ai,central,60,0.13333333333333333,1.0,0.125,0.0,0.0,0.0,394.219375,124.59812928879734,-6.946100000000002,11.7733,4.827216666666668,4.452216666666668,0.07029478458049884,0.043333333333333335,0.7897619047619048,0.8028571428571428,0.6323809523809524
city021_w00_easy,city021,0,easy,standard,search,60,0.31666666666666665,3.3684210526315788,0.0,11.7,2.9551020408163264,0.9703038674033149,234.97415789473683,86.82698930456998,-20.065816666666667,16.233433333333334,-3.832366666666667,-9.536533333333333,0.044921875,0.06333333333333334,0.7921428571428571,0.8,0.6333333333333333
city021_w00_hard,city021,0,hard,ai,search,60,0.21666666666666667,3.3846153846153846,0.0,12.433333333333334,2.9551020408163264,0.9703038674033149,381.80853846153843,118.0059719750201,-0.7962500000000003,20.630733333333335,19.834483333333335,13.65115,0.044921875,0.04666666666666667,0.7873809523809524,0.7930952380952381,0.6233333333333333
city021_w01_easy,city021,1,easy,standard,central,60,0.23333333333333334,1.0,0.21428571428571427,0.0,0.0,0.0,179.5327142857143,35.70383682986503,-2.345266666666667,4.641883333333334,2.296583333333333,1.5882499999999995,0.056213017751479306,0.08666666666666667,0.7635714285714286,0.7330952380952381,0.5611904761904762
city021_w01_hard,city021,1,hard,standard,central,60,0.2,1.0,0.16666666666666666,0.0,0.0,0.0,330.07825,99.58560514737148,0.6807000000000002,11.78145,12.462183333333334,11.87885,0.056213017751479306,0.07,0.7023809523809523,0.719047619047619,0.5040476190476191
city022_w00_easy,city022,0,easy,ai,central,60,0.31666666666666665,1.0,0.05263157894736842,0.0,0.0,0.0,219.07536842105267,67.12800058363668,-18.355766666666668,14.130599999999998,-4.2251666666666665,-5.058499999999999,0.05333333333333334,0.08333333333333333,0.7978571428571428,0.8033333333333333,0.6447619047619048
city022_w00_hard,city022,0,hard,standard,central,60,0.18333333333333332,1.0,0.09090909090909091,0.0,0.0,0.0,353.71863636363634,163.3746853684944,5.5138,10.781633333333335,16.29543333333334,15.795433333333337,0.05333333333333334,0.06666666666666667,0.7173809523809523,0.8083333333333333,0.5778571428571428
